Disease,Title,Abstract,NCT_ID
Healthy,Brain Effects of Escitalopram and Citalopram Using fMRI, Escitalopram (Lexapro) and citalopram (Celexa) are similar selective serotonin reuptake inhibitors that alter blood flow to the amygdala and other brain structures involved in regulating mood. Escitalopram consists of S-citalopram while citalopram contains both S-citalopram and R-citalopram (racemic citalopram). There is evidence that R-citalopram may block the effects of S-citalopram. The hypothesis being tested is that because of the antagonist effect of R-citalopram S-citalopram will have a greater effect on the mood circuit than racemic citalopram when equal doses of S-citalopram are administered. The study design consists of a two week medication period followed by blood oxygen level dependent (BOLD) functional magnetic resonance imaging (fMRI) while viewing affective visual stimuli.    ,NCT00825825
Healthy,Association Between Mortality and Diabetes in Elderly Koreans: the South-West Seoul (SWS) Study, Diabetes mellitus is known to increase the risk of premature death in the general population. In this study the investigators examine the impact of body mass index (BMI) levels waist circumference and presence/absence of diabetes on all-cause and cardiovascular mortality in elderly Koreans.    ,NCT01977391
Healthy,Study Assessing Injection Pain of Makena® (Hydroxyprogesterone Caproate Injection 250 mg/mL) When Administered Via Subcutaneous Auto-injector vs Intramuscular Injection Via Needle and Syringe in Healthy Post-menopausal Women, To demonstrate that Makena® (Hydroxyprogesterone Caproate Injection 250 mg/mL) delivered subcutaneously via auto-injector is associated with less pain as compared to intramuscular injections of Makena®    ,NCT02937766
Healthy,A Study of CAT-1004 Biomarkers in Healthy Subjects, This study is being conducted to assess mechanistic blood biomarkers of CAT-1004 in healthy humans.    ,NCT01670773
Healthy,Using Behavioral Economics to Achieve Improved Healthy Behavior Outcomes in Breast Cancer Survivors, Preventing or reducing obesity is one factor that has been hailed as a way to improve quality of life reduce recurrence and increase survival rates among breast cancer survivors. An experienced team of multi-disciplinary researchers has developed an innovative and unique approach to encourage enhanced nutrition and exercise behaviors in this population using principles of behavioral economics. In particular the use of social norms or exemplars has been shown in other applications to be effective and if successful in this population could be inexpensively scaled up for widespread adoption. The proposed pilot study develops a system of text messages for social/mobile media that will provide ongoing reinforcement of desired behavior in breast cancer survivors. These messages would focus on achieving compliance with the expert-developed nutrition and exercise recommendations of the American Cancer Society. In the main study 310 breast cancer survivors will be randomly placed in intervention and control groups for the 12 week study. Behavior change will be measured using established measures of self-reported behavior. In a sub-study 60 of the breast cancer survivor participants will also provide blood and urine samples so changes in biomarkers can be assessed. The impact of the study will be measured by biomarkers and self-reported survey responses.    ,NCT02938780
Healthy,Influence of Dietary Omega-3 Fatty Acids in Various triOMEG Sausages on the HS-Omega-3 Index in Healthy Individuals, New approaches to increase eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) in our diet are needed but any new approach needs to demonstrate the bioavailability of EPA+DHA and its safety and palatability. The HS-Omega-3 Index is a prime parameter to demonstrate bioavailability in the long-term. Study hypothesis is that increased intake of EPA+DHA will increase the HS-Omega-3 Index. Study aim is to investigate how supplementing various sausages with omega-3 fatty acids influences the HS-Omega-3 Index in healthy volunteers as compared to unsupplemented matching sausages. Safety and palatability of the sausages are also to be assessed.    ,NCT02148835
Healthy,Bio-availability Comparison of Three Formulations of Certolizumab Pegol in Healthy Volunteers, To compare the bioavailability of a single dose of certolizumab pegol solutions given subcutaneously either by one of the three formulations and to investigate safety and tolerability.    ,NCT00813774
Healthy,Generation of Prediction Equations to Analyze Body Composition of Adults Based on Bioelectrical Impedance Analysis (BIA), Aim of the study is to develop prediction equations for calculating FFM TBW ECW and SMM based on the gold standard reference methods ADP DXA MRI D2O and NaBr on the one hand and measurement data of the BIA devices on the other hand. The equations are necessary to use the device as a Body Composition Analyzer with an acceptable accuracy level for clinical practice.    ,NCT01368640
Healthy,Application and Adaption of Device Specific Body Composition Formulas to Various Ethnic Groups," The aim of the study is to apply and adapt device specific body composition formulas to various ethnic groups. Bases are prediction equations that are generated in the clinical investigation ""Generation of prediction equation to analyze body composition of adults based on Bioelectrical Impedance Analysis (BIA)"". The study bears the code BCA-01.    ",NCT01471938
Healthy,Comparative Bioequivalence Study of Wockhardt's Insulin Analogue Lispro (Listro?? With Humalog® in Healthy Subjects, The aim of this study is to assess the bioequivalence of two rapid-acting insulin Lispro formulations: Humalog® and Listro??in healthy subjects based on the pharmacokinetic parameter (PK) and the pharmacodynamic parameter (PD).    ,NCT01399255
Healthy,Comparative Bioequivalence Study of Wockhardt's Insulin Analogue Listro Mix 50/50® and Humalog Mix50/50® in Healthy Subjects, The aim of this study is to assess the bioequivalence of two premixed formulations of insulin Lispro Humalog Mix50/50® and ListroMix 50/50® in healthy subjects based on the pharmacokinetic parameter (PK) and the pharmacodynamic parameter (PD).    ,NCT01400789
Healthy,Comparative Bioequivalence Study of Wockhardt's Insulin Analogue Mixture Listro Mix 75/25® and Humalog Mix75/25 ® in Healthy Subjects, The aim of this study is to assess the bioequivalence of two insulin analog mixtures: Listro Mix75/25® and Humalog Mix75/25® in healthy subjects based on the pharmacokinetic parameter (PK) and the pharmacodynamic parameter (PD).    ,NCT01400802
Healthy,A Bioequivalence Study Comparing a Single Oral Intake of an Imported PROBUCOL Tablet(Lorelco) With a Marketed PROBUCOL Tablet(Chang Tai) in Chinese Healthy Volunteers, This study compares the pharmacokinetics characteristics of a single oral intake of an imported PROBUCOL tablet(Lorelco)(1*250mg/tablet) with a marketed PROBUCOL tablet (Chang Tai)(1*250mg/tablet) in healthy male volunteers to demonstrate they are bioequivalent.    ,NCT02196805
Healthy,A Single-Dose Study to Examine the Within Subject Variability of Clexane® in Healthy Adult Subjects Under Fasting Conditions, This is a pilot open-label study aimed at a preliminary evaluation of enoxaparin bioavailability following two administrations of Clexane s.c. at a dose of 80mg in two different periods.    ,NCT02081950
Healthy,Study to Evaluate Pharmacokinetics of Single Oral Doses of Formulated and Non-Formulated CC-122 and Food Effect Study, The study is being conducted to compare how long 2 oral formulations (a reference and a test formulation) of CC-122 stays in the body and whether taking the test formulations with a high-fat meal affects the absorption of that formulation. There will be 3 dosing periods in the study one for each formulation and one for the test formulation + meal. The subjects will be asked to fast for at least 10 hours before taking the capsule formulations. During one of the periods the subject will be asked to eat a high-fat meal 30 minutes before being given the capsule to swallow. Subjects will be randomly (by chance) assigned to a treatment sequence which will determine the order in which the subject will receive the reference formulation the test formulation and the test formulation + high-fat meal. Blood samples will be taken at intervals during the study to assess the amount of drug at those time points. Blood samples will also be collected at certain time points to determine the levels of special proteins that may help explain how CC-122 work.    ,NCT02049528
Healthy,Study to Evaluate Pharmacokinetics of Pomalidomide in Hepatically Impaired Males, This study is for research purposes only and will not treat any disease or condition you may have. The study is an open label and single dose study; open label means that you the study doctor and study staff will know which study drug you are taking. The purpose of this research study is to compare drug levels in the body of people with liver disease to drug levels in healthy people with a normal liver. In addition the safety of the study drug will be studied. Information about any side effects (discomfort or decline in health) that may happen will be collected. The study drug will be given by mouth to subjects with liver disease and to healthy subjects. In the body drugs are normally removed by the liver with a smaller amount being removed by the kidneys. When the liver is not working as well as it should the body may not be able to remove drugs from the body quickly. The information from this study will be used to decide if the drug is safe in subjects with liver disease or if a lower dose of the study drug would be safer.    ,NCT01835561
Healthy,A Phase 1 QT Study in Healthy Male Subjects, This is a single-center randomized double-blind crossover study with four treatments four periods and four sequences to investigate the effects of orally administered pomalidomide on QT interval. The study will be conducted in healthy male subjects. Pomalidomide (clinically indicated dose for multiple myeloma [MM] as per the United States Package Insert [USPI] of 4 mg and supratherapeutic dose of 20 mg) and placebo treatments will be double-blinded. Moxifloxacin (positive control) will be administered in an open-label fashion to determine the sensitivity of the assay. The core electrocardiogram (ECG) laboratory and ECG readers will be blinded to all study treatments and sequences.    ,NCT01986894
Healthy,The Effect of Aerobic Exercise and Gaming on Cognitive Performance, Many studies have examined the effects of aerobic exercise and playing video games effects on cognitive performance which results of which have shown to increase cognitive performance. Presently there is limited research regarding the effects of the combination of gaming and exercise on cognitive performance. The purpose of our study is to investigate the effects of playing video games aerobic exercise and a combination of gaming and aerobic exercise on cognitive performance. Forty healthy subjects males and females (18-30 years old) who perform moderate exercise at least two times a week will comprise our sample. The study will be a randomized clinical trial with four independent variables: playing video games aerobic exercise a combination of simultaneous gaming and aerobic exercise and a control condition. Aerobic exercise will be performed at an intensity of 60 to 70% of maximum heart rate on a Monarch Lower Body Ergometer. Brain Age Game: Train Your Brain in Minutes a Day! will be played on Nintendo 3DS. Executive function will be measured using the Stroop test and Trails B pre and posttest. Analysis of variance for Stroop test and Trails B will be used. In the event of significant F statistics a post hoc test analysis will be used. The investigators hypothesize a combination of aerobic exercise and simultaneous gaming will produce the greatest increase in cognitive performance. Furthermore these beneficial changes can be utilized in rehabilitation protocols designed to improve cognitive functioning.    ,NCT02437097
Healthy,Cognitive Hyper-performance - Effects of Stimulating Substances in Chess-players, Effects of caffeine methylphenidate modafinil and placebo on cognitive performance of chess players in chess games and neuropsychiatric standardized tests. We hypothesize that substances will change cognitive performance in chess players leading to changed results in chess games and neuropsychiatric tests.    ,NCT01834547
Healthy,Compare PK and Bioavailability of 2 NP101 Patches With Oral Imitrex in Healthy Adults, The purpose of this research is to:   1. Compare two study patches having minor differences in patch components   2. Compare the pharmacokinetics (PK - how the body absorbs metabolizes and eliminates medication) of NP101 (study patches) versus a currently approved oral formulation of Imitrex   3. Collect resistance data during application of NP101 (study patch)    ,NCT01381796
Healthy,Comparing Bioavailability When Preservative-free Makena® (Hydroxyprogesterone Caproate Injection 250 mg/mL) is Administered as an Intramuscular Manual Injection or as a Subcutaneous Injection Using an Auto-injector in Healthy Post-menopausal Women, To demonstrate that a single dose of Makena® delivered SQ via auto-injector has comparable bioavailability to a single IM injection of Makena®.    ,NCT02940522
Healthy,Comparing Head and Neck Endoscopy Procedures, Intensity Modulated Radiation Therapy planning is based on CT images with tumour volumes defined on this volumetric information data set. However target delineation also depends on disease seen endoscopically which may not be visible on CT. We are developing imaging and tracking technology to improve target delineation in Radiation Therapy (RT) planning for head & neck cancer using quantitative registration of 2D endoscopic information with CT data. Diagnostic endoscopy is performed in the upright position. CT images and radiation delivery are obtained with the patient in the supine position. The accuracy of the registration will be improved if performed in the same position to prevent mobile soft tissue structures shifting between the upright and supine positions. Since therapy must be performed in the supine position we intend to check the feasibility of performing endoscopy in the supine treatment position. We will compare and assess patient comfort and endoscopic sightlines during an endoscopy procedure in both the upright and supine positions.    ,NCT01181362
Healthy,Complement 2: Blood Donations to Develop Vaccines Against Infectious Diseases, We need human blood to understand the immune response to infection and to test promising new vaccines against infectious diseases in the laboratory. One test is called the Serum Bactericidal Assay (or SBA) which is measure of how effective antibodies are at killing certain bacteria and can be an important measure of how effective a new vaccine may be. The samples would be used in the laboratory analysis of clinical trials of vaccines used in adults and children and some samples in pre-clinical (animal) experiments testing new vaccines before they enter human-stage testing. Most people have some form of protection against most bacteria already so not everyone is a suitable blood donor for this laboratory test. We therefore start by taking a small blood sample and test this one before asking for more blood if we found yours suitable for the work we do.    ,NCT01945307
Healthy,Effects of Catheter Tip Location Relative to the Femoral Nerve on Sensory and Motor Function, To determine if the way local anesthetic or numbing medication is delivered through a tiny tube next to the nerves that go to the thigh affects the strength and sensation in the thigh.    ,NCT01263249
Healthy,Creatine Kinetics Synthesis From Glycine and Response to Creatine and Amino Acid Supplement in Healthy Humans, The goal of the present study is to quantify the rate of synthesis of creatine in healthy controls and endurance trained subjects. In addition the effect of oral creatine supplement for seven days on creatine kinetics will be examined. Ten healthy controls (age 20-35 years) and ten endurance trained subjects will be recruited by advertisement. Endurance trained subjects will be recruited from health clubs. They will be screened for absence of any chronic disease (history physical examination CBC metabolic and liver panel urinalysis). A DEXA measurement will be done to quantify whole body skeletal muscle mass. For five (5) days prior to the study they will be placed on a creatine-free (essentially meat-free) diet. Dietary compliance will be ensured by repeated communication with the subject by nurse coordinator and the CRU Nutritionist. Subject will maintain daily record of the food intake for validation. On the last day i.e. 24 hours prior to the tracer study subject will collect the 24 hours urine sample and bring it to the CRU on the day of the study.    ,NCT01725503
Healthy,Digestive Tolerance of Maltitol and FOS, Digestive symptoms following consumption of low digestibe carbohydrates are generally assessed product by product but several ingredients can be used simultaneously. The study aimed at evaluating to digestive tolerance of maltitol and FOS used in a same food.    ,NCT01909323
Healthy,Drug Interaction Study of Olmesartan in Healthy Chinese Volunteers, Hypertension and hyperuricaemia are widespread conditions. There is significant overlap between the two conditions. Serum uric acid (SUA) is currently recognized as a risk factor for cardiovascular disease. Thus at some point in their therapy hypertensive patients with hyperuricaemia are likely to require concurrent treatment with anti-hypertensive and hypouricaemic agents. For this reason it is important to determine whether there are any pharmacokinetic interactions resulting from the concomitant administration of such agents.Olmesartan is an angiotensin II receptor antagonist and effective and well tolerated in the treatment of arterial hypertension. Probenecid is a well-established hypouricaemic agent for the treatment of hyperuricaemia and gout.The goal of this study was to examine the impact of coadministration of probenecid on the pharmacokinetic parameters and tolerability of olmesartan in healthy volunteers.    ,NCT01907373
Healthy,A Drug-Drug Interaction Study to Evaluate the Effect of Vapendavir on the Pharmacokinetics of Midazolam in Healthy Male and Female Volunteers, The primary aim of this Phase 1 study is to evaluate the effect of vapendavir daily doses of 528 mg daily (QD) and 264 mg twice daily (BID) on the pharmacokinetic (PK) profile of midazolam a cytochrome (CYP) 3A4 substrate. Additionally the effect of midazolam on the PK profile of vapendavir a PK profile comparison of vapendavir in males and females as well as the safety of vapendavir will also be assessed.    ,NCT02204501
Healthy,Heartbeat Sensitivity Calibration Using the ECG Accessory, This is an observational un-blinded non-significant risk non-interventional study designed to collect ECG data on at least one subject out of a pool of up to three (3) healthy male subjects at one clinical site (Clinical Trials of Texas). Cyberonics will be collecting ECG recordings collected by an investigational device for comparison with conventional ECG recordings. This data will be used to validate a new device under development.    ,NCT01268007
Healthy,Study to Assess the Effect of Ketoconazole on the Pharmacokinetics of NBI-98854 in Healthy Subjects, The purposes of this study are to: learn about the safety of the study drug (NBI-98854); learn how subjects tolerate the study drug; and evaluate and compare the pharmacokinetics (PK testing the study of how the body absorbs distributes breaks down and eliminates a drug) of the investigational study drug after taking it alone and with ketoconazole. Ketoconazole is known to affect the PK of many drugs and is studied to more safely prescribe medications.    ,NCT01910480
Healthy,Toxicity and Safety Evaluation of an Omega-3 Fatty Acid and a Multivitamin and Antioxidant Nutritional Preparation, To evaluate the safety and tolerability of two supplements in healthy subjects taken daily for six months.    ,NCT01221714
Healthy,Influence of Selenium on Prostate Cancer Related Biomarkers, Penn State Milton S. Hershey Medical Center researchers are trying to compare the effects of two different forms of selenium (selenium yeast and selenomethionine) on blood selenium levels and biomarkers of oxidative stress as primary endpoints. One in six men are at risk of getting prostate cancer in their lifetime. Participants will be asked to take over-the-counter selenium yeast supplements and selenomethionine or a placebo for nine out of twelve months.    ,NCT01112449
Healthy,A Study to Assess Safety and Tolerability as Well as Absorption and Excretion of TC-5214 in Medically Stable Elderly Subjects, The purpose of the study is to assess safety tolerability and pharmacokinetics of TC-5214 in medically stable elderly subjects following multiple oral doses.    ,NCT01239771
Healthy,Bioavailability Study of Enoxaparin Sodium Chemi and Clexane s.c., This will be an open-label randomised single-dose 2-way crossover study to determine the comparative bioavailability of enoxaparin sodium from the Chemi Enoxaparin s.c. (80 mg/0.8mL) with that from the reference IMP Clexane® s.c. (80 mg/0.8mL) following single dose administration in healthy male and female subjects.    ,NCT02232802
Healthy,The Effect of High Dose Salbutamol on Muscle Performance, Many athletes use beta2-agonists as treatment of airway hyperresponsiveness during exercise. High dose beta2-agonists may have an ergogenic effect on exercise performance. We hypotheis that the beta2-agonist salbutamol taken in high doses can improve muscle power and recovery during exercise in well-trained athletes.    ,NCT01415596
Healthy,The Effect of High and Low Sodium Intake on Urinary Aquaporin-2 in Essential Hypertension, The aim of the study is to test the following hypotheses:   -  that the function and/or regulation of AQP2 and/or ENaC in the principal cells is abnormal in essential hypertension.   -  if an abnormal function of the principal cells is present in essential hypertension this will become more pronounced at high and low sodium intake.    ,NCT00345124
Healthy,Characterization of Secondary Hyperalgesia in Healthy Volunteers, In this prospective trial we aim to investigate the intra-individual and inter-individual variance in secondary hyperalgesia following pain elicited by the experimental pain model: Brief Thermal Sensitization. Furthermore we wish to investigate how precise the psychological tests Pain Catastrophizing Scale and Hospital Anxiety and Depression Scale predict the size of the area of secondary hyperalgesia.    ,NCT02166164
Healthy,Validation of Pulse Wave Doppler Demodulation Algorithm for the Continuous Non-invasive Measurement of Blood Flow Velocity, The investigators hypothesize that performance of fast-Fourier transformation on the raw Doppler signals obtained from ascending aortic blood flow will recreate the pulse wave Doppler trace visualized on modern echocardiography machines and that this will allow for the measurement and recording of vascular flow waveforms    ,NCT01750125
Healthy,Evaluation of the Nutrients Composition of Breast Milk of Chinese Lactating Mothers and Their Nutrition Intake, To understand breast milk composition during different lactating stages.    ,NCT01971671
Healthy,Effectiveness of a Well-being Web-based Intervention, The purpose of this study is to determine whether the intervention Daily Challenge (MeYou Health LLC) a behavioral intervention delivered online is effective in improving individuals' well-being.    ,NCT01586949
Healthy,Game to Improve Hearing Health Care Outcomes, The investigators are studying the educational potential of games with the goal of developing a game to improve learning and promote healthy hearing behaviors. The project is looking for adolescents and young adults that play games to share their experience and learning from playing games. The investigators ask participants to fill out an enrollment form/informed consent complete surveys on healthy hearing habits and play a game provided by the project. This projects aims the development and evaluation of a game to educate teenagers and young adults about noise-induced hearing loss enhance knowledge about hearing and promote healthy hearing behaviors with the potential to improve hearing health care.    ,NCT02946567
Healthy,Infant Formula Supplemented With Probiotic Microorganisms and/or Prebiotic., Evaluation the nutritional suitability of a based milk infant formula supplemented with friendly bacteria (probiotic microorganisms) and or nutritional fibers (prebiotic) to healthy full term infants compare with an otherwise identical widely used commercially available milk based infant formula and/or breast feed    ,NCT00836771
Healthy,Feeding Infant Formula With Added Probiotics and Whey Protein Concentrate, To evaluate the effects of feeding an infant formula containing L. paracasei ssp. paracasei strain F19 or Whey Protein Concentrate.    ,NCT01755481
Healthy,Normative Datasets for Assessments Planned for Mild Traumatic Brain Injury (NORMAL), The purpose of the research study is to collect information about brain function and structure among active duty military personnel or civilians who are healthy. Researchers want to develop a database from normal volunteers that will be used in comparison with a similar database from active duty military with post-concussive syndrome (PCS) from a mild traumatic brain injury. Findings from this study may be used to design larger studies that will evaluate whether hyperbaric oxygen treatments actually improve PCS. Participants in this study will undergo numerous tests to assess physical mental and intellectual health and how they might change over time. Participants will wear heart and activity monitors undergo brain imaging provide blood and urine for laboratory testing and have vision hearing balance and muscle function tests. They will also complete a number of questionnaires and interviews. This battery of tests will be repeated twice more over the course of 6 months.    ,NCT01925963
Healthy,Schizophrenia Imaging, Schizophrenia is a common disorder with a lifetime prevalence of about 1%.Genetic studies strongly suggest a genetic component to the inheritance of schizophrenia. Structural neuroimaging studies have provided consistent evidence for brain abnormalities in schizophrenia. The timing of brain abnormalities in schizophrenia has not been determined yet. The investigators hypothesize that brain structural changes can be detected in neonatal life. The investigators hypothesize that offspring of schizophrenic patients will have higher rates of brain structural changes in the neonatal period. The investigators propose to study early development of fetuses in offspring of patients with schizophrenia. The study is a multi-center prospective trial.    ,NCT01655472
Healthy,Eating in the Absence of Hunger and Caloric Compensation in Preschool Children Link With Parental Feeding Practices, Objectives: The aims were to measure caloric compensation (CC) and eating in the absence of hunger (EAH) in 2 to 7 year-old French children in their regular eating context and to link these measurements with individual characteristics (adiposity age gender) and parental feeding practices. Design: Three consecutive weeks an identical lunch was served in four preschool canteens reaching 236 children. The first lunch was a control session. For the CC situation (week 2) thirty minutes before the lunch children were offered a preload (137 kcal). For the EAH situation (week 3) ten minutes after lunch children were exposed to palatable foods (430 kcal). Food intake was measured at the individual level. Parental eating behaviour and feeding practices were measured by questionnaires. Child's height and weight were measured by a medical doctor.    ,NCT01843712
Healthy,Safety and Efficacy of an Infant Formula Supplemented With Galacto-oligosaccharides Beta-palmitate and Acidified Milk, The purpose of this study is to determine the safety and efficacy of an infant formula supplemented with galacto-oligosaccharides (GOS) beta-palmitate and acidified milk in improving the gastrointestinal health and immune response in healthy term infants.    ,NCT01197365
Healthy,Impact of Infant Feeding on Newborn Metabolomic Profile, The purpose of this study is the evaluation with untargeted modalities of the urine metabolomic profile in a group of infants fed with a standard formula a group of infants fed with a formula supplemented with functional ingredients and a group of breast-fed infants.    ,NCT01606683
Healthy,Development of the Eye Motor System During the First 7 Months of Life in Infants With and Without a Family History of Cross-Eye," Little is known about the development of the ocular or eye motor system (the parts of the brain that control how the eyes move) in children. Recent technological and methodological advances now enable researchers to investigate the visual system and ocular motor system of infants but few findings have been reported. This study hypothesizes that quantitative analysis of ""at-risk"" infants' eye movement systems can detect abnormalities that precede and predict the onset of strabismus or cross-eye. We will collect data on the eye movements of a group of infants born between 36 and 44 weeks after conception. These infants will be enrolled between 4 and 24 weeks after birth and followed at 4-week (+/- 5 days) intervals until 28 weeks of age and then once a year until 3 years after birth. The infants will undergo a complete ophthalmic evaluation at each visit after they enroll. At all visits up to 28 weeks of age they will also undergo analysis of eye movements. We also will monitor the development of ocular alignment and check to detect other visual system abnormalities. The study will provide basic knowledge about the cause of both normal and abnormal alignment of both eyes in infants in the first 28 weeks of life.    ",NCT00001143
Healthy,Studies of Patients With Skin Disease Patients With Neurological Degenerations and Normal Volunteers, It is proposed that patients with skin disease due to presumed immunologic genetic or viral-induced abnormalities patients with neurological degenerations and normal controls be evaluated with various in vitro studies of immunologic genetic and virologic function. This is to include studies of peripheral blood (cells and serum) as well as studies of skin obtained with a biopsy instrument. In addition studies of gastrointestinal function will be performed where appropriate.    ,NCT00001164
Healthy,Visual Stimulus and Eye Movement, This study is designed to understand how we see visual patterns and how these patterns lead to eye movements. Normal volunteers participating in this study face a screen on which spots or patterns of light are projected. They are asked to respond to the patterns by voice eye movements or hand movements. Eye and lid movements are recorded in one of the following ways:   1. Electro-oculogram < small disc electrodes taped to the skin near each eye measure the eye movements as the eyes change position.   2. Infrared detector < an infrared beam is reflected off the eye and picked up by detectors that record the eye movements.   3. Contact lens ring < a smooth plastic ring is placed on the white of the eye surrounding the cornea and eye position is measured using a magnetic coil. Study sessions last less than four hours.    ,NCT00001172
Healthy,Studies of In Vitro B Lymphocyte Responses in Subjects Receiving Tetanus Toxoid Booster Immunization, One of the major interests of this laboratory is the characterization of the cellular subpopulations involved in the triggering and immunoregulation of B lymphocytes to produce antibodies. We are assessing the responses of individuals to produce antibodies against newly encountered antigens such as keyhole limpet hemocyanin (KLH) (approved project number 77-I-0130) and propose to assess the amnestic responses to the previously encountered antigen tetanus toxoid. The purpose of this protocol is to add this recall antigen to our repertoire of antigens used to evaluate the immune response in man. Booster immunization with tetanus/diphtheria toxoid has now been used for several years by a number of clinical immunology laboratories throughout the country to assess B cell related immunologic profiles in patients and control normal subjects. We have recently developed a sensitive ELISA assay for IgM and IgG in vitro specific antibody responses against tetanus toxoid. This will allow us to carefully and precisely monitor the evolution and immunoregulation of the human B cell responses to this recall antigen. This is of particular importance and relevance to us in our ongoing studies of a number of diseases characterized by abnormalities of immunologic reactivity including those treated with various regimens of immunosuppressive agents.    ,NCT00001173
Healthy,Evaluation of Patients With Unusual Diagnostic or Treatment Considerations, This study offers evaluation and treatment of patients with unusual diagnostic or treatment considerations. It is not designed to test new treatments; rather patients will receive current standard of care treatments. The purposes of the study are: 1) to allow NIDCR staff an opportunity to maintain and improve their clinical skills; and 2) to evaluate referred patients for research potential. (Participants in this protocol will not be required to join a research study; the decision will be voluntary.) Patients in need of dental/oral diagnosis and therapy of interest to NIDCR staff dentists may be eligible for this protocol. Participants will have a comprehensive dental examination and may receive part or all of their treatment at the NIDCR clinic. Diagnostic procedures materials and treatments used in this study are limited to those widely accepted in dentistry and are non-experimental in nature.    ,NCT00001182
