Disease,Title,Abstract,NCT_ID
Melanoma,Safety and Immune Response to a Multi-component Immune Based Therapy (MKC1106-MT) for Patients With Melanoma., A dose comparison of a multi-component active immunotherapy designed to stimulate an immune reaction to specific tumor associated antigens which are highly expressed on melanomas.    ,NCT00688090
Melanoma,Phase I and Consecutive Phase II Two-arm Randomized Multi-center Trial in Patients With Advanced Melanoma, A prospective phase I and consecutive phase II twoarm randomized multi-center trial of temsirolimus in combination with pioglitazone etoricoxib and metronomic low-dose trofosfamide versus dacarbazine (DTIC) in patients with advanced melanoma Phase I: To determine the dose of temsirolimus to be used in phase II part of the study Phase II: To determine overall survival Secondary objectives   -  To evalulate response rate   -  To evaluate time to progression (TTP)   -  To evalulate time to partial response (time to PR or better)(TPR)   -  To evaluate quality of life   -  To evaluate tolerability and safety    ,NCT01614301
Melanoma,A Study of Anti-PD-1 (Pembrolizumab) Therapy in Metastatic Melanoma (ADAPTeM), Abbreviated Title: An explorative Phase II study of Anti-PD-1 (Pembrolizumab) in patients with advanced melanoma (ADAPTeM) Trial Phase: Phase II Clinical Indication: Stage III unresectable/stage IV metastatic melanoma Trial Type: Exploratory Phase II trial Route of administration: Intravenous Pembrolizumab 200mg 3weekly Trial Blinding: Unblinded; open label Phase II study Treatment Groups: All participants treated with Pembrolizumab 200mg iv 3weekly Number of trial subjects: 40 Estimated duration of trial: 24 months Duration of Participation: 24 months    ,NCT02663258
Melanoma,Safety Study of Combined Chemotherapy and Endostar to Untreated Patients With Advanced Melanoma, Multicenter double-blinding randomized controlled phase II clinical trial on combined chemotherapy of Endostar (Recombinant Human Endostatin) for untreated patients with advanced melanoma To compare the efficacy and safety of Endostar combined with Dacarbazine and monotherapy of Dacarbazine for advanced melanoma    ,NCT00813449
Melanoma,Study of Imprime PGG and Pembrolizumab in Advanced Melanoma and Triple Negative Breast Cancer, Objective: To determine the Overall Response Rate (ORR) to Imprime PGG + pembrolizumab in subjects with advanced melanoma or metastatic TNBC Safety: To characterize the safety of Imprime PGG + pembrolizumab given in combination Hypothesis: Restore (for melanoma) or enhance (for TNBC) sensitivity to checkpoint inhibitors (CPI) by appropriate and effective stimulation of the subject's innate and adaptive immune systems in those subjects who have failed 1st line therapy The study will incorporate Simon's optimal 2-stage design with sample size fixed at 12 subjects each in Stage 1 for advanced melanoma and for Triple Negative Breast Cancer (TNBC) subjects. The safety criterion of ??4 (or ??33%) subjects with Grade 3/4 adverse events in Cycle 1 within either tumor type must be met in order to proceed to Stage 2. The starting dose is 4 mg/kg for Imprime PGG. In the event there are a total of > 4 (or > 33%) of subjects with Grade 3/4 adverse events in Cycle 1 the dose of Imprime PGG will be reduced to 2 mg/kg and Stage 1 will be repeated at a dose of 2 mg/kg with an additional cohort of n=12 subjects. For the dose that meets the safety criterion in Stage 1 at least 1 response in melanoma subjects and 2 responses in TNBC subjects amongst the 12 subjects within each tumor type must be observed in order to proceed to Stage 2. Stage 2 will enroll an additional 17 subjects with melanoma and 30 subjects with TNBC. For the dose that meets the Stage 1 safety criterion success will be declared if at least 4 amongst the total of up to 29 subjects with melanoma and 13 amongst the total of up to 42 subjects with TNBC achieve an objective response.    ,NCT02981303
Melanoma,Phase II FANG??in Advanced Melanoma, Preliminary studies with a variety of vaccines suggest target accessibility (potential immunogenicity) in a variety of solid tumors to immune directed approaches. In an effort to overcome limitations of immunostimulatory cancer vaccines the investigators have designed a novel autologous vaccine to address inability to fully identify cancer associated antigens antigen recognition by the immune system (i.e. antigen to immunogen) effector potency and cancer-induced resistance. In an effort to overcome limitations of immunostimulatory cancer vaccines the investigators designed a novel dual-modulatory autologous whole cell vaccine Vigil??(bi-shRNA furin and GMCSF Autologous Tumor Cell Vaccine) incorporating the rhGMCSF (recombinant human GMCSF) transgene and the bifunctional shRNAfurin (to block proprotein conversion to active TGFb1 and b2) to 1) address the inability to fully identify cancer associated antigens 2) effect antigen recognition by the immune system (i.e. antigen to immunogen) 3) enhance effector potency and 4) subvert endogenous cancer-induced immune resistance. The investigators have also completed the Phase I assessment of Vigil??vaccine in 27 advanced solid tumor patients (1.0 x 10e7 or 2.5 x 10e7 cells/injection/month for a maximum of 12 vaccinations) who have not experienced any significant adverse effects following 131 vaccinations including 4 patients with melanoma. Plasmid functionality immune biomarker response and preliminary evidence of anticancer activity have been observed. This is a Phase II study of intradermal autologous Vigil??cancer vaccine (1.0 x 10e7 cells/injection; maximum of 12 vaccinations) in patients with stages IIIc and IV melanoma with biopsy accessible lesions to document blood and intratumoral immune responses and assess correlation with survival.    ,NCT01453361
Melanoma,Dendritic Cell Based Therapy of Malignant Melanoma, The aim of the study is to show if vaccination with autologous dendritic cells pulsed with peptides or tumor lysate in combination with adjuvant cytokines and Cyclophosphamide can induce a measurable immune response in patients with metastatic malignant melanoma and to evaluate the clinical effect (objective response rate) of the vaccination regime.    ,NCT00197912
Melanoma,Phase II Study of Tesetaxel in Metastatic Melanoma, The goal of this clinical research study is to learn if tesetaxel can help to control metastatic melanoma. The safety of this drug will also be studied.    ,NCT01064713
Melanoma,DCB-BO1301 for Advanced Melanoma, The primary study objectives are   1. to evaluate the safety and tolerability profiles of DCB-BO1301 and to determine the maximum tolerated dose (MTD) of DCB-BO1301 as add-on therapy to dacarbazine in subjects with advanced melanoma (Phase I)   2. to evaluate the efficacy profile of DCB-BO1301 at MTD or lower dose level as add-on therapy to dacarbazine in subjects with advanced melanoma in terms of progression free survival (Phase IIa)    ,NCT02994498
Melanoma,Comparison of Ipilimumab Manufactured by 2 Different Processes in Participants With Advanced Melanoma, The purpose of this clinical research study is to compare pharmacokinetics of ipilimumab manufactured by two different processes    ,NCT00920907
Melanoma,Drug-Drug Interaction - 3 Arm - Carboplatin/Paclitaxel Dacarbazine, The purpose of this clinical research study is to learn the pharmacokinetics of Ipilimumab when combined with Paclitaxel/Carboplatin or Dacarbazine    ,NCT00796991
Melanoma,PH 1 Biomarker Study of Nivolumab and Ipilimumab and Nivolumab in Combination With Ipilimumab in Advanced Melanoma, The purpose of this study is to evaluate pharmacodynamic changes of Nivolumab and Nivolumab in combination with Ipilimumab treatment on the biomarkers measured in the peripheral blood and tumor tissues of subjects with advanced melanoma (unresectable or advanced)    ,NCT01621490
Melanoma,A Phase I Randomized Open-label Cross-over Pharmacokinetic Study of Genasense With and Without Dacarbazine, This clinical drug-drug interaction study is being conducted to evaluate the pharmacokinetics of dacarbazine(DTIC) when administered in combination with Genasense    ,NCT00542893
Melanoma,Safety and Efficacy of Recombinant Humanized Anti-PD-1 mAb for Patients With Locally Advanced or Metastatic Melanoma, This is a multi-center open-label phase 2 study evaluating the humanized anti-PD-1 antibody JS001 as a monotherapy in patients with locally advanced or metastatic melanoma who have failed in routine systemic treatment.    ,NCT03013101
Melanoma,A Translational Systems Medicine Approach to Provide Predictive Capacity for Therapy Response in Advanced or Metastatic Malignant Melanoma, This is an exploratory prospective translational multicentre study. Melanoma is the 5th most common cancer diagnosed in Ireland and its incidence among women and men is above the European average. Following treatment the elimination of cancer cells ultimately occurs by the activation of apoptotic cell death pathways. The SYS-ACT approach builds on a combination of mathematical systems of modelling quantitative biochemistry and cell biology and specifically predicts the drug responsiveness of melanoma cell lines to various apoptosis-inducing treatments. The investigators propose to validate the SYS-ACT approach and application in a translational systems medicine study.    ,NCT02177110
Melanoma,Ipilimumab 60-month Pharmacovigilance Protocol for Advanced Melanoma Patients Who Are Hepatitis B and/or Hepatitis C Virus Positive in Taiwan, This protocol is being conducted to comply with the direct request from the Taiwan Food and Drug Administration (TFDA) for a 60-month intensive pharmacovigilance protocol of patients with known hepatitis B (HBV) or hepatitis C (HCV) infection regardless of control on antiviral therapy in Taiwan and who are treated with ipilimumab for advanced (unresectable recurrent or metastatic) Melanoma.    ,NCT02402699
Melanoma,YERVOY® Risk Minimization Tool Effectiveness Evaluation Survey, To evaluate the effectiveness of the YERVOY® educational Risk Minimization (RM) tools in terms of awareness about these tools their utilization knowledge and comprehension of Immune Related Adverse Reaction (irAR)s and appropriate behavior by Healthcare Professional (HCP)s and patients    ,NCT02224768
Melanoma,Pharmacokinetics of G3139 in Subjects With Advanced Melanoma Including Those With Normal Hepatic Function and Those With Moderate Hepatic Impairment, This is an open-label parallel-group study with a total of 16 evaluable subjects. Subjects will be assigned to 1 of the following cohorts: Cohorts I (subjects with normal hepatic function; n+8 and Cohort II (subjects with moderate hepatic impairment Child-Pugh classification Grade B; n=8). If for any reason the Genasense infusion is interrupted or discontinued prior to completion or the rate of administration of the Genasense infusion is changed the subject will be replaced.    ,NCT00543205
Melanoma,Efficacy of Chemotherapy Combined With Regional Hypothermia in Advanced Malignant Melanoma Patients With Progressive Soft Tissue Metastases, The incidence of malignant melanoma continues to rise throughout the world. Approximately 12 in 100000 Germans are diagnosed with malignant melanoma per year. Malignant melanoma is often very aggressive since it may spread both through the lymphatic system and the bloodstream at an early stage of disease. While treatment of localized disease is mostly surgical in patients with extensive disease prognosis remains poor; the primary standard therapy of metastastic disease comprises dacarbazine (DTIC) eventually combined with other chemotherapeutic agents e.g. cisplatin or BCNU. The duration of response to systemic chemotherapy is generally short and so far no standard second-line treatment has been established. To study the potential additional therapeutic effects of regional hyperthermia in advanced malignant melanoma patients with progressive chemotherapy refractory soft tissue metastases in the present trial we sought to compine local hyperthermia with concomitant systemic second-line chemotherapy.    ,NCT00264056
Melanoma,Study of an Oral Cdk Inhibitor Administered With an Oral BRAF Inhibitor in Patients With Advanced or Inoperable Malignant Melanoma With BRAF Mutation, -  An Open Label Multicenter Phase I Extension Study of an Oral Cdk Inhibitor P1446A-05 Administered with an Oral BRAF Inhibitor Vemurafenib (Zelboraf®) in Patients with Advanced or Inoperable Malignant Melanoma with BRAF Mutation   -  The primary objective is to determine the safety maximum tolerated dose (MTD) and dose limiting toxicity (DLT) of the co-administration of P1446A-05 with vemurafenib in melanoma patients with BRAF mutation    ,NCT01841463
Melanoma,Study of Nivolumab Given Sequentially With Ipilimumab in Subjects With Advanced or Metastatic Melanoma (CheckMate 064), The purpose of this study is to evaluate the safety and efficacy of a sequential combination therapy of Nivolumab and Ipilimumab    ,NCT01783938
Melanoma,A Pilot Study of Sequential ONCOS-102 an Engineered Oncolytic Adenovirus Expressing GMCSF and Pembrolizumab in Patients With Advanced or Unresectable Melanoma Progressing After Programmed Cell Death Protein 1 (PD1) Blockade, This is a single center phase I pilot study of sequential ONCOS-102 and pembrolizumab in patients with advanced or unresectable melanoma progressing after PD1 blockade. The primary objective of the study is to determine the safety of sequential treatment with ONCOS-102 followed by pembrolizumab. The protocol aims to enroll 6 patients into each of two cohorts: prior PD1 monotherapy or prior combination PD1 plus ipilimumab combination therapy.    ,NCT03003676
Melanoma,Treatment Use Study for Advanced Melanoma., The purpose of this study is to provide access to CP-675206 for patients with advanced unresectable melanoma and who have the potential to gain benefit from this treatment and who are not eligible for participation in other CP-675206 studies.    ,NCT00584493
Melanoma,Dabrafenib in Treating Patients With Solid Tumors and Kidney or Liver Dysfunction, This phase I trial studies the side effects and best dose of dabrafenib in treating patients with solid tumors and kidney or liver dysfunction. Dabrafenib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.    ,NCT01907802
Melanoma,Trametinib in Increasing Tumoral Iodine Incorporation in Patients With Recurrent or Metastatic Thyroid Cancer, This phase II trial studies how well trametinib works in increasing tumoral iodine incorporation in patients with thyroid cancer that has come back or spread to another place in the body. Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth and may help make treatment with iodine I-131 more effective.    ,NCT02152995
Melanoma,BKM120 Combined With Vemurafenib (PLX4032) in BRAFV600E/K Mutant Advanced Melanoma, This is a phase 1/2 clinical trial with the goal of determining whether the addition of the investigational agent BKM120 to vemurafenib will lead to improved 6-month progression-free survival in patients with BRAFV600E/K mutant melanoma.    ,NCT01512251
Melanoma,A Phase II Study of Single Agent MEK162 in Patients With Advanced Melanoma, The study will assess the safety and efficacy of single-agent MEK162 in adult patients with locally advanced and unresectable or metastatic malignant cutaneous melanoma harboring BRAFV600E or NRAS mutations.    ,NCT01320085
Melanoma,Dabrafenib and Trametinib in People With BRAF V600E Mutation Positive Lesions in Erdheim Chester Disease, Erdheim-Chester Diseases (ECD) is a very rare non-Langerhans cell histiocytosis of unknown origin and pathogenesis. It has been reported mainly in adult males over the age of 40 years although cases have been reported in females as well. Children are rarely affected. Mutation of the BRAF gene specifically BRAFV600E has been recently identified in 50% of Erdheim Chester lesions in a French cohort. This somatic mutation is believed to be the driver mutation in positive cases. The clinical characteristics of ECD range from asymptomatic to multisystemic involvement; longitudinal progression and natural history are becoming better understood. ECD commonly affects the bones kidneys retroperitoneal space skin and brain. If untreated the disease progresses rapidly causing fatal outcomes due to severe lung disease chronic renal failure cardiomyopathy and other complications. The diagnosis of ECD relies upon imaging studies and specific pathologic findings in biopsies of affected organs i.e. fibrosis and infiltration of tissues with foamy histiocytes lymphocytes and plasma cells. Immunohistochemistry reveals cells positive for CD68 and CD163 and negative for CD1a with 20% positivity to S-100. There is no standard treatment for ECD although chemotherapy radiation stem cell transplantion alpha-interferon anakinra imatinib and sirolimus have been proposed. The recent discovery of the BRAFV600E mutation in several ECD patients has opened a new area for treatment options. Vemurafenib an FDA approved BRAF inhibitor for the treatment of patients with metastatic or unresectable melanoma with the V600E mutation binds to this form of mutated BRAF causing protein inactivation. The use of vemurafenib in patients with ECD has been reported in 3 patients who experienced remission of the disease and is currently being studied in the U.S. and Europe as monotherapy. Tumor/disease resistance to vemurafenib has occurred in melanoma and other cancers although it has not been reported in patients with ECD. In this protocol we propose to clinically evaluate ECD patients with the BRAFV600E mutation and administer combination therapy with dabrafenib a BRAFV600E inhibitor and trametinib an inhibitor of MEK downstream of BRAF. Screening for possible contraindications will be made prior to the administration of the first dose. With this trial we will determine the safety tolerability and efficacy of dabrafenib and trametinib in patients with ECD who harbor the BRAFV600E mutation. Dabrafenib 150mg will be given twice daily p.o.; trametinib 2mg will be given once daily p.o. Patients will be seen 1 week 1 month 2 months 4 months and 6 months 8 months 10 months and 12 months to complete a oneyear trial.    ,NCT02281760
Melanoma,Hsp90 Inhibitor AT13387 Dabrafenib and Trametinib in Treating Patients With Recurrent Melanoma or Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery, This phase I trial studies the side effects and best dose of heat shock protein (Hsp)90 inhibitor AT13387 when given together with dabrafenib and trametinib in treating patients with melanoma or solid tumors that have spread to another place in the body (metastatic) or cannot be removed by surgery and have come back after previous treatment (recurrent). Hsp90 inhibitor AT13387 dabrafenib and trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.    ,NCT02097225
Melanoma,Dabrafenib and Lapatinib Ditosylate in Treating Patients With Refractory Thyroid Cancer That Cannot Be Removed by Surgery, This phase I trial studies the side effects and best dose of lapatinib ditosylate when given together with dabrafenib in treating patients with thyroid cancer that cannot be removed by surgery and has not responded to previous treatment. Dabrafenib and lapatinib ditosylate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.    ,NCT01947023
Melanoma,Ipilimumab With or Without Dabrafenib Trametinib and/or Nivolumab in Treating Patients With Melanoma That Is Metastatic or Cannot Be Removed by Surgery, This randomized phase I trial studies the side effects and best way to give ipilimumab with or without dabrafenib trametinib and/or nivolumab in treating patients with melanoma that has spread to other parts of the body (metastatic) or cannot be removed by surgery. Monoclonal antibodies such as ipilimumab and nivolumab may interfere with the ability of cancer cells to grow and spread. Dabrafenib and trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. It is not yet known whether ipilimumab works better with or without dabrafenib trametinib and/or nivolumab in treating melanoma.    ,NCT01940809
Melanoma,Dabrafenib and Trametinib in Treating Patients With Stage III-IV BRAF Mutant Melanoma That Cannot Be Removed by Surgery, This randomized phase II trial studies how well dabrafenib and trametinib work in treating patients with stage III-IV melanoma that cannot be removed by surgery and contains a B-Raf proto-oncogene serine/threonine kinase (BRAF) mutation. Dabrafenib and trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.    ,NCT02196181
Melanoma,Dabrafenib and Trametinib Followed by Ipilimumab and Nivolumab or Ipilimumab and Nivolumab Followed by Dabrafenib and Trametinib in Treating Patients With Stage III-IV BRAFV600 Melanoma, This randomized phase III trial studies how well initial treatment with ipilimumab and nivolumab followed by dabrafenib and trametinib works and compares it to initial treatment with dabrafenib and trametinib followed by ipilimumab and nivolumab in treating patients with stage III-IV melanoma that contains a mutation known as BRAFV600 and cannot be removed by surgery. Ipilimumab and nivolumab may block tumor growth by targeting certain cells. Dabrafenib and trametinib may block tumor growth by targeting the BRAFV600 gene. It is not yet known whether treating patients with ipilimumab and nivolumab followed by dabrafenib and trametinib is more effective than treatment with dabrafenib and trametinib followed by ipilimumab and nivolumab.    ,NCT02224781
Melanoma,Study of Encorafenib + Cetuximab Plus or Minus Binimetinib vs. Irinotecan/Cetuximab or Infusional 5-Fluorouracil (5-FU)/Folinic Acid (FA)/Irinotecan (FOLFIRI)/Cetuximab With a Safety Lead-in of Encorafenib + Binimetinib + Cetuximab in Patients With BRAF V600E-mutant Metastatic Colorectal Cancer, This is a multicenter randomized open-label 3-arm Phase 3 study to evaluate encorafenib + cetuximab plus or minus binimetinib versus Investigator's choice of either irinotecan/cetuximab or FOLFIRI/cetuximab as controls in patients with BRAFV600E mCRC whose disease has progressed after 1 or 2 prior regimens in the metastatic setting. The study contains a Safety Lead-in Phase in which the safety and tolerability of encorafenib + binimetinib + cetuximab will be assessed prior to the Phase 3 portion of the study.    ,NCT02928224
Melanoma,Radiation Use During Vemurafenib Treatment, Patients are being asked to take part because they have melanoma that has spread to other organs in their body (metastatic). As part of this study patients will receive radiation therapy and an approved drug (Vemurafenib).    ,NCT01843738
Melanoma,A Phase 2 Prospective Trial of Dabrafenib With Stereotactic Radiosurgery in BRAFV600E Melanoma Brain Metastases, The purpose of this study is to test the safety and find out what effects good and/or bad dabrafenib (a BRAF inhibitor) alone or dabrafenib when given in combination with gamma knife radiosurgery has on participants with a certain type of skin cancer (BRAFV600E melanoma) and brain metastases (tumors that have spread to the brain).    ,NCT01721603
Melanoma,CPG 7909 Injection in Melanoma, To determine the safety tolerability and effects of CPG 7909 (the study drug) when given with chemotherapy to patients with melanoma.    ,NCT00070642
Melanoma,Trial of Single Agent Sunitinib for Patients With Chemo-refractory Metastatic Melanoma, Sunitinib is a novel small molecule receptor tyrosine kinase inhibitor with direct antitumor effects as well as antiangiogenetic activity. Preclinical and clinical data for Sunitinib and data about angiogenesis and growth regulation in melanoma suggest the activity of Sunitinib in melanoma. This study will investigate the efficacy safety and tolerability of Sunitinib as palliative treatment in chemo-refractory metastatic melanoma.    ,NCT01216657
Melanoma,Safety and Efficacy of Silicone Oil Tamponade for Surgical Attenuation of Radiation Damage in Choroidal Melanoma, A prospective experimental case series of 20 patients with choroidal melanoma in which pars plana vitrectomy and Silicone oil as vitreous substitute will be used as intraocular shielding for attenuating the deleterious effects of radiation dose delivered to healthy ocular tissue during Iodine-125 plaque brachytherapy treatment and assess if the treatment can reduce the incidence and severity of radiation-induced adverse effects like radiation retinopathy and permanent loss of vision.    ,NCT01460810
Melanoma,Cytogenetic Study of Ocular Melanoma, Patients who are diagnosed with choroidal melanoma and undergo I-125 plaque or enucleation surgery consent to participate in the study. A tumor sample taken during surgery is studied in the lab for genetic features. These features and features of subjects' clinical course are recorded. Analysis of the data may identify genetic features that are indicative of prognostic factors including risk of metastasis.    ,NCT00344799
Melanoma,Circulating Tumoral DNA in Choroidal Melanoma (ctDNA MU), Quantification and follow-up during 3 years of circulating tumoral DNA in patients with choroidal melanoma    ,NCT02875652
Melanoma,Ranibizumab as Adjuvant Therapy for the Treatment of Choroidal Melanoma (Cohort 2), Ranibizumab has proven to be of benefit to improve the perfusion in the retina of patients with Choroidal Melanoma. The investigators consider that higher doses of Ranibizumab can help reduce the number of laser treatments that might be needed to control the tumor.    ,NCT01251978
Melanoma,Ranibizumab in Combination With Proton Beam Irradiation for Choroidal Melanoma, The purpose of the study is to investigate the safety and tolerability of the anti-VEGF (vascular endothelial cell growth factor) treatment ranibizumab in combination with proton beam irradiation for the treatment of choroidal melanoma by determining the incidence and severity of ocular adverse events. Systemic adverse events will also be evaluated. A secondary objective is to assess the efficacy of ranibizumab in reducing ocular complications that can occur after irradiation.    ,NCT00765921
Melanoma,Pain Relief - Tramadol Versus Ibuprofen, The purpose of this study is to assess post operative pain following the insertion of radioactive plaque for choroidal melanoma in patients after receiving either ibuprofen or tramadol.    ,NCT00111046
Melanoma,Long Term Results of Combined Transpupillary Thermotherapy (TTT) Indocyanine Green (ICG) Based Photodynamic Therapy (PDT) in Choroidal Melanoma, This is a report of 10 years results of combined Transpupillary thermotherapy (TTT) treatment with Indocyanine green (ICG) in controlling small and medium-sized choroidal melanomas.    ,NCT01253759
Melanoma,Lucentis as an Adjuvant Therapy With TTT-ICG Based in Choroidal Melanoma, To report preliminary results on safety and tolerability of intravitreal injection of Ranibizumab (Lucentis) combined with Transpupillary Thermotherapy (TTT)+ Indocyanine Green (ICG)-based photodynamic therapy (PDT) in the treatment of choroidal melanoma.    ,NCT00680225
Melanoma,Study of Circulating Tumoral DNA in Metastatic Choroidal Melanoma, Circulating tumor DNA detection and quantification in patients with metastatic choroidal melanoma.    ,NCT01334008
Melanoma,BAP1 Testing in Instance Choroidal Nevi or Uveal Melanoma, The BAP1 trial will examine the blood of patients diagnosed with choroidal nevi or uveal melanoma for a germline BAP1 mutation and other genetic markers associated with developing malignancy as well as additional sequencing of the uveal melanoma genome.    ,NCT01925599
Melanoma,Dacarbazine and Recombinant Interferon Alfa-2b in Treating Patients With Primary Uveal Melanoma With Genetic Imbalance, RATIONALE: Drugs used in chemotherapy such as dacarbazine work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Recombinant interferon alfa-2b may interfere with the growth of tumor cells. Giving interferon alfa-2b together with dacarbazine may be an effective treatment for primary uveal melanoma. PURPOSE: This phase II trial is studying how well giving dacarbazine together with recombinant interferon alfa-2b works in treating patients with primary uveal melanoma with genetic imbalance.    ,NCT01100528
Melanoma,Bortezomib Paclitaxel and Carboplatin in Treating Patients With Metastatic Melanoma, This phase II trial is studying how well giving bortezomib together with paclitaxel and carboplatin works in treating patients with metastatic melanoma. Bortezomib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy such as paclitaxel and carboplatin work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Bortezomib may help paclitaxel and carboplatin kill more tumor cells by making tumor cells more sensitive to these drugs    ,NCT00288041
Melanoma,Sorafenib Carboplatin and Paclitaxel in Treating Patients With Stage IV Melanoma of the Eye, This phase II trial is studying how well sorafenib works when given together with carboplatin and paclitaxel in treating patients with stage IV melanoma of the eye. Drugs used in chemotherapy such as carboplatin and paclitaxel work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Sorafenib may help carboplatin and paclitaxel work better by making tumor cells more sensitive to the drugs. Sorafenib may also stop the growth of melanoma by blocking some of the enzymes needed for tumor cell growth and by blocking blood flow to the tumor. Giving sorafenib together with carboplatin and paclitaxel may kill more tumor cells.    ,NCT00329641
Melanoma,VEGF Trap in Treating Patients With Recurrent Stage III or Stage IV Melanoma That Cannot Be Removed by Surgery, This phase II trial is studying how well VEGF Trap works in treating patients with recurrent stage III or stage IV melanoma that cannot be removed by surgery. Combinations of biological substances in VEGF Trap may be able to carry tumor-killing substances directly to melanoma cells. It may also stop the growth of melanoma by blocking blood flow to the tumor.    ,NCT00450255
Melanoma,Vorinostat in Treating Patients With Metastatic or Unresectable Melanoma, This phase II trial is studying how well vorinostat works in treating patients with metastatic or unresectable melanoma. Vorinostat may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth and by blocking blood flow to the tumor.    ,NCT00121225
Melanoma,Cixutumumab in Treating Patients With Metastatic Melanoma of the Eye, This phase II trial studies how well giving cixutumumab works in treating patients with metastatic melanoma of the eye. Monoclonal antibodies such as cixutumumab can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them.    ,NCT01413191
