Disease,Title,Abstract,NCT_ID
HIV,Clinical Trials on the Effect of Immunity 1 (Fuzheng 1) on Immune Reconstitution of HIV Patients, The average period of asymptomatic HIV-infection is 8 years at this stage CD4+ T lymphocyte count was reduced gradually at the rate of 50~100cells/ul/year. When the CD4 T lymphocyte count dropped below 350cells/ul and viral load increased to 105 in AIDS patients HAART will be carried out. But CD4 T lymphocyte was 350~550 cells/ul there is no intervention measures.    ,NCT00974285
HIV,Research on Effect of Traditional Chinese Medicine (TCM) on Immune Reconstitution of HIV/AIDS Patients After Highly Active Antiretroviral Therapy (HAART), Chinese prescriptions can inhibit viral replication according to the course of viral replication and the effects is similar to the effect of HAART and even better than the anti-viral and immune reconstitution of HAART due to its effect on improve immune system function. Over the past decades many researchers have screened the effective Chinese medicines to treat AIDS.    ,NCT00974454
HIV,The Effect of Combination of Traditional Chinese Medicine (TCM) and Highly Active Antiretroviral Therapy (HAART) on Immune Reconstitution of HIV/AIDS Patients, Immunity 1 (Fuzheng 1) is composed of herbs which have tonic and detoxific function. The long-term clinical application has proved the safety and effect. It can improve the symptoms and signs in AIDS patients with the effective rate of 70% and can significantly improve the quality of life. It can also improve and stabilize immune function and inhibit viral replication. The basis study have shown that Immunity 1 (Fuzheng 1) can inhibit viral replication from multi-target multi-link enhance immune function increase the secretion of IL-2 IFN-γ participate in immune regulation effect enhance NK cell activity promote CD3+CD4+T cell proliferation and increase macrophage phagocytes capacity.    ,NCT00974519
HIV,Atorvastatin for HAART Suboptimal Responders, We hypothesise that atorvastatin changes immune activation among HAART-treated adults with suboptimal cluster cell differentiation 4 (CD4) recovery by 25%    ,NCT01766076
HIV,Brief Intervention for Rural Women at High Risk for HIV/HCV, The overall aim of this study is to reduce risk behaviors and increase health and behavioral health service utilization among disadvantaged drug-using rural women at high risk for HIV and HCV. This project has potential to make a significant contribution to science by providing knowledge about the health risk behaviors and service utilization of a vulnerable and understudied group of women during a time of emerging and significant public health risk in a rural Appalachian setting. Successful completion of the aims of this project will advance the delivery of a low-cost potentially high impact intervention with implications for a number of other real world settings (such as criminal justice venues) where other disadvantaged high-risk drug users can be identified and targeted for intervention.    ,NCT01840722
HIV,Study of People With HIV Infection Who Have High Viral Loads Despite Combination Antiretroviral Therapy, Background: - The human immunodeficiency virus (HIV) causes acquired immune deficiency syndrome (AIDS). Combination antiretroviral therapy (ART) drugs treat HIV infection. They generally decrease the amount of HIV virus in the blood (called viral load) to very low levels. This happens only if the drugs still fight HIV and if taken every day exactly as prescribed. When not taken as directed or if the ART drugs are not strong enough the virus can become resistant to them and the ART will not work to control the virus. Researchers want to know how to control HIV in people who can t lower their viral load with their current ART drugs. Objective: -<TAB>To better control HIV in people who can t get a lower viral load even with ART drugs and to learn more about why the HIV is not under control. Eligibility:   -  People at least 14 years old and with HIV.   -  People who have been on at least two combinations of ART drugs (including current ART).   -  People whose last two viral loads were greater than 1000 copies/mL. Design:   -  Participants will be screened with medical history physical exam and blood tests.   -  Participants will then have a baseline visit. They will have another physical exam blood tests plus answer questions about what they know about HIV and ART and how they take their ART.   -  Participants will arrange to stay in the NIH hospital for 7 8 days.   -  They will take their medications as usual. At the time to take the ART drugs they will have to ask a nurse to bring them. If they forget the nurse will bring them.   -  Participants will meet with a doctor pharmacist social worker and nurse to discuss ways to help participants remember to take their drugs.   -  Participants will have blood drawn about every other day.   -  Researchers will study the test results. Some participants will be put on different ART drugs. If that happens participants will have another NIH hospital stay for 7-8 days.   -  Participants will have 4 follow-up visits over 12 weeks then every 3 months for 2 years or more.    ,NCT01976715
HIV,Exploring Novel Mechanisms of Vaccine Failure LAIV Pilot Study, Influenza ('flu) can cause severe infections especially in people with weakened immune systems such as those with HIV. For this reason yearly vaccination is recommended with the standard 'inactivated' influenza vaccine to try and prevent infections in these populations. It is also recommended in all health care workers to help prevent the spread of influenza within healthcare settings. However having HIV infection may mean vaccines work less well in some people and the investigators do not completely understand why. An alternative to the standard 'inactivated' annual influenza vaccine is the 'live attenuated influenza vaccine' (LAIV) which means it consists of weakened versions of the influenza virus. Unlike the standard vaccine which is given by injection LAIV is a spray that is given into each nostril. It is now given to children in the UK in preference to the standard vaccine as it results in greater protection from influenza. In some other countries like the USA adults are also given LAIV where it seems to work just as well as the standard vaccine. A few studies in the past have shown that LAIV is safe and effective in HIVinfected children and adults. The investigators want to give LAIV to HIVinfected and HIV negative individuals to try to find out new information about how HIV infection may change the way in which people respond to vaccines. The investigators will do this by comparing both the early genetic response to the vaccines and later responses from cells specifically targeted to fight influenza ('Tcells') in these groups. In the long term the investigators hope that this will lead to designing new ways of improving the response to vaccines in HIVinfected people. As LAIV is given into each nostril rather than an injection the investigators also want to see if LAIV results in Tcells in the lung that are specifically targeted to fight influenza    ,NCT02266992
HIV,Immune Recovery in Advanced  ARV-naïve HIV-1-infected Individuals Taking Dolutegravir or Ritonavir-boosted Darunavir, There are few randomized clinical trials in advanced HIV patients. This is a multicenter randomized open clinical trial comparing 2 parallel groups to compare the immunological reconstitution and the virological efficacy and safety of 2 different combinations of antiretroviral therapy given once a day (QD): abacavir plus lamivudine plus either dolutegravir or darunavir-ritonavir during 96 weeks in advanced antiretroviral naïve HIV-1 infected patients with less than 100 CD4+ T-cells/mm3. Primary endpoint is the median increase in CD4+ T-cell count at 48 weeks after starting HAART.    ,NCT02337322
HIV,Thinking and Memory Problems in People With HIV, Background: - People with human immunodeficiency virus (HIV) can sometimes develop thinking and memory problems. These problems can vary widely from few symptoms to severe problems with memory and concentration. It initially was thought that good HIV treatment could prevent almost all HIV-related memory problems. However even people with low HIV viral loads can have these problems. It may be caused by HIV affecting the brain and spinal fluid. It is not yet clear why HIV causes these problems and why they may be worse in some people than others. Researchers want to study people with HIV and healthy volunteers to see how HIV may affect people with only small amounts of the virus in their blood. Objectives: - To study thinking and memory problems in individuals with HIV that is otherwise controlled with medications. Eligibility:   -  Individuals between 18 and 61 years of age whose HIV has been controlled with medications for at least 1 year.   -  Healthy volunteers between 18 and 61 years of age. Design:   -  Participants will be screened with a physical exam and medical history. Blood and urine samples will be collected. A neurological test will also be given. Participants will have a baseline imaging study of the brain.   -  Within 12 weeks of the first visit participants will have a second visit. Additional blood samples will be drawn. Another brain imaging study will be performed.   -  Within 8 weeks of the second visit participants will have a third visit to collect more blood samples. They will also provide spinal fluid samples either as a single visit or a longer procedure.   -  After this visit participants will return every 6 months for up to 5 years. Blood samples will be collected as needed at these visits. Thinking and memory tests and imaging studies may also be given as needed. Spinal fluid may be collected at one visit a year.    ,NCT01875588
HIV,Erythropoietin for Anemia Due to Zidovudine in Human Immunodeficiency Virus Infection, To determine whether administration of human recombinant erythropoietin (REPO) improved or eliminated the anemia seen in human immunodeficiency virus (HIV) infected patients after therapy with zidovudine (ZDV).    ,NCT00000587
HIV,Anti-HIV Immunoglobulin (HIVIG) in Prevention of Maternal-Fetal HIV Transmission (Pediatric ACTG Protocol 185), To determine if HIV hyperimmune globulin (HIVIG) given to HIV-positive pregnant women during the second and third trimester of pregnancy reduced the likelihood of maternal-fetal HIV transmission. Conducted in collaboration with the National Institute of Child Health and Human Development and the National Institute of Allergy and Infectious Diseases. The trial was Pediatric ACTG Protocol 185.    ,NCT00000590
HIV,Viral Activation Transfusion Study (VATS), The purpose of the trial was to determine if transfusion of allogeneic blood to HIV-1 infected persons led to immune activation and consequent induction of HIV-1 or /or Cytomegalovirus (CMV) replication and whether this adversely affected clinical prognosis.    ,NCT00000593
HIV,Safety and Survival of Genetically Modified White Blood Cells in HIV-Infected Persons - A Study in Identical Twin Pairs, This study will evaluate the safety of giving lymphocytes (white blood cells) containing a new gene to HIV-infected individuals and will determine how long the cells survive in the bloodstream. Although the genetically altered cells will not directly benefit participants knowledge about the safety side effects and survival of these gene-marked cells in HIV-infected patients may lead to new treatment strategies. Identical twin pairs 18 years of age and older-one infected with HIV the other non-infected-may be eligible for this study. Candidates will be screened with a medical history physical examination and blood tests. All participants will have a tetanus booster shot. Non-infected twins will undergo a procedure called apheresis to collect white blood cells. For this procedure whole blood is collected through a needle in an arm vein similar to donating blood. The blood is separated it into its components by centrifugation (spinning) the white cells are removed and the rest of the blood is returned to the body either through the same needle or through another needle in the other arm. The harvested white cells will be grown in culture for approximately 10 days to 2 weeks to increase their numbers up to 1000-fold. A gene called NeoR which is derived from bacteria will be inserted into the cells and these gene-marked cells will be infused into the HIV-infected twin. HIV-infected twins will be admitted to the NIH Clinical Center for the first cell infusion. The gene-marked cells will be infused over a 60-minute period through a plastic tube (catheter) placed in an arm vein or if a suitable arm vein cannot be found through a special catheter placed into a large vein in the neck or chest. Vital signs (temperature pulse blood pressure and breathing rate) blood oxygen concentration and urine output will be monitored regularly for 24 hours. Blood samples will be collected before and after the infusion to monitor for gene-marked cells. Patients will be discharged the next day. They will return to NIH daily the first week (from Monday through Thursday) to monitor for CD4 cell counts plasma viral burden p24 antigen levels HIV levels and the presence of the NeoR gene and then weekly for the next 5 weeks for these tests and others to monitor blood and urine chemistry blood counts and immune function markers. If the NeoR gene cannot be detected after the first cell infusion the entire procedure (donor apheresis gene marking and infusion of cells) will be repeated twice-about once every 6 weeks. If the first infusion was uncomplicated the second and third infusions may be done on an outpatient basis with monitoring for 6 hours rather than 24. Six weeks after the third infusion tests will be scheduled monthly for 6 months and then yearly for long-term follow-up. In addition to the above procedures patients with a baseline CD4 lymphocyte count less than 100 cells per cubic millimeter of blood will be asked to undergo apheresis periodically to obtain the most accurate results for determining how long the NeoR gene persists in the blood. The procedure will be done weekly for the first 6 weeks after each infusion of cells then at week 8 and then every 4 weeks until the gene can no longer be detected in the lymphocytes. The schedule may change but will not require more frequent apheresis.    ,NCT00001353
HIV,Interleukin-2 Therapy for HIV Infection - Supplemental Procedures, Certain patients who are participating in NIH protocols involving interleukin-2 (IL-2) therapy for HIV disease may be requested to have the following changes or additions to their study protocol:   -  3-day subcutaneous (sc) IL-2 administration: Patients currently receiving IL-2 intravenously (injections through a vein) may switch to subcutaneous administration (injections under the skin). Injections are given twice a day for 3 to 5 days (one treatment cycle) with cycles repeated no more often than every 8 weeks.   -  Home treatment of sc IL-2: Home administration of IL-2 injections involves less frequent data and safety monitoring and no medical evaluations at the Clinical Center except at the beginning of each cycle. Participants will receive IL-2 cycles on the same schedule they followed in their original protocol. They will be seen at the Clinical Center at regularly scheduled follow-up visits between cycles and for a medical evaluation and blood drawing before the start of each cycle to determine the safety of administering the next cycle. During the home cycle the patient's case manager or other team member will place monitoring telephone calls on days 2 and 4 of the cycle and again a week later. The timing and number of these calls may change depending on the findings of ongoing assessments of their usefulness. Patients will be required to notify the study team promptly of complications or other problems that develop with therapy.   -  Stored specimens and HLA testing: Stored blood and tissue samples from patients will be used for future research on HIV AIDS and related medical conditions and the immune system. The samples may be labeled with no identifying information with identifying information such as the patient's name or with a code that only the study team can link to the patient. Some of the blood drawn may be used for HLA typing a genetic test of markers of the immune system. Usually used to match bone marrow or organ transplants HLA type might also be used to try to identify factors associated with the progression of HIV disease or related conditions. Determining HLA type is also necessary to be able to perform certain research studies.   -  Tonsillar biopsy: Examination of tonsil tissue may provide information on the effects of IL-2 on the immune system and the expression of HIV. Patients in the randomized IL-2 study (93-CC-0113) may have tonsillar biopsies done up to three times-soon after enrollment after month 4 and after month 12. Patients in the open IL-2 study (91-CC-0143) would have procedures no more often than every 3 months with the following exception: patients in either study who are willing to have repeat biopsies performed during IL-2 therapy will have the procedure done up to three times during a round of IL-2: before Il-2 therapy day 2-3 or IL-2 therapy and day 4-6 of IL-2 therapy if the sequential biopsies can be safely performed. The area to be biopsied will be numbed with a local anesthetic and 1 to 2 small pieces of tissue will be biopsied.   -  Skin biopsy: Examination of skin tissue may help to explain how IL-2 causes changes in the skin. Biopsies will be obtained from areas of the skin that have been affected by IL-2 as well as from normal unaffected areas for comparison. Patients with Kaposi sarcoma will also have biopsies of normal skin to allow comparison with IL-2-induced changes in the Kaposi sarcoma lesions. The areas to be biopsied will be numbed with local anesthetic and a 2-mm (1/10th-inch) piece of skin will be biopsied from each site.    ,NCT00001354
HIV,Phase I Protocol for the Evaluation of the Safety and Immunogenicity of Vaccination With Synthetic HIV Envelope Peptides in Patients With Early Human Immunodeficiency Virus Infection, Synthetic HIV Peptide Vaccines (Treatment Protocol) We are conducting a study to evaluate the safety of two peptide vaccines (given alone or in combination) in patients with early HIV infection. Patients entered onto the study must have >500 CD4 cells/mm(3) and have preserved cardiac hepatic renal and bone marrow function. Patients must be off all anti-retroviral therapy for at least 6 months and may not have received any experimental HIV vaccines. The vaccines being testing in this trial are comprised of short peptide segments of the HIV envelope including the V3 loop. In animal studies the peptides were able to induce neutralizing antibodies as well as cytotoxic T responses to HIV. This will be the first trial in which they are given to humans. The study will last for approximately one year during which time the volunteers will receive 6 peptide vaccines under the skin. For more information please call Tino Merced-Galindez R.N. at (301) 496-8959 or Dr. Richard Little at (800) 772-5464.    ,NCT00001386
HIV,Genetically Modified Lymphocytes to Treat HIV-Infected Identical Twins - Study Modifications, Certain patients enrolled in NIH protocol 94-I-0206 at the Clinical Center may be eligible to participate in one or more of the following new options:   -  Donor/recipient extension phase - Both the recipient (HIV-infected twin) and donor (non-infected twin) will participate in this extension of the CD4-zeta gene therapy study. It will evaluate the safety and activity of infusing gene-modified CD4+ cells as well as the modified CD8+ cells.   -  Corticosteroid administration - A corticosteroid such as prednisone hydrocortisone or prednisolone will be added to the interleukin-2 (IL-2) regimen for preventing or treating side effects of IL-2 such as fever and other flu-like symptoms.   -  Extended follow-up - A more intensive follow-up will be scheduled for patients with substantial numbers of lymphocytes that harbor the CD4-zeta gene. Every 3 months participants will have blood tests and specialized tests of CD4 counts HIV-1 viral load and numbers of circulating cells containing the CD4-zeta gene every 3 months> the frequency of follow-up visits may be reduced as time goes by.   -  IL-2 continuation - Participants will continue to receive periodic treatment with IL-2 to see how long the genetically modified cells persist in the bloodstream and to evaluate the long-term response to IL-2.   -  Home treatment with interleukin-2 - Participants may receive future IL-2 treatment cycles at home. Home treatment involves less frequent data and safety monitoring and no medical evaluations at the Clinical Center except at the beginning of each cycle.    ,NCT00001409
HIV,Evaluation and Natural History of Children With Cancer and AIDS, Patients enrolled in this study will not receive investigational therapy. Any treatments rendered will be standard and based on appropriate medical care. Should a patient become eligible for an experimental therapy protocol the normal process of enrollment and informed consent will be followed.    ,NCT00001424
HIV,Psychosocial Correlates and Coping Strategies Associated With Long-Term Survival of HIV-Infected Children, Children and adolescents with HIV/AIDS are living well beyond life expectancy that was projected for them in the recent past. Little is known about the psychosocial variables that coincide with long-term survival of HIV/AIDS. This longitudinal study examines the psychosocial factors and adaptive coping strategies associated with long-term survival of HIV/AIDS in children and how these factors change over a period of two years. In addition data is being collected from the primary caretakers on their own psychological well-being as will as their perceptions of their child's adjustment and coping. Participants include children who have been infected (either perinatally or through transfusion) for at least eight years and who were aware of their diagnosis.    ,NCT00001435
HIV,A Phase I /II Study of the Protease Inhibitor Indinavir (MK-0639) in Children With HIV Infection," This is a phase I/II study to determine the safety and tolerance of the protease inhibitor indinavir (MK-0639) alone and then in combination with HIV reverse transcriptase inhibitor therapy in children with HIV infection. Indinavir sulfate (the capsule formulation) has been shown to have potent antiviral activity and an acceptable safety profile in adults. HIV-infected children who have not received prior antiretroviral therapy and children who have become refractory to prior therapy or who have experienced toxicity to prior therapy will be included. In addition we will explore viral and CD4 cell kinetics before starting therapy and following exposure to antiretroviral agents. The study will be conducted in three parts.   1. In order to help interpret the antiviral activity of indinavir the virologic and immunologic profile of children will be studied within 2 weeks prior to starting the therapeutic part. For children who have never been treated this will be before the initiation of any antiretroviral therapy and for children who have already received antiretroviral therapy this will be done during the initial ""wash-out"" phase that is routinely interposed between two different treatment regimens.   2. The initial 16 weeks of therapy will then evaluate the toxicities pharmacokinetics and preliminary efficacy of single drug therapy with indinavir.   3. Subsequently all children who are able to tolerate the combination of zidovudine and lamivudine (i.e. have no prior history of intolerance to one of these two agents) will be treated with these two reverse transcriptase inhibitors in addition to the protease inhibitor indinavir. Zidovudine and lamivudine will be added after 16 weeks at a fixed dosage. Toxicity pharmacokinetics and preliminary efficacy of indinavir will also be investigated after combination therapy. All patients who wish to remain in this study after 96 weeks of therapy and who do not meet off study criteria will be permitted to receive extended treatment with their current indinavir combination therapy for an additional 48 weeks. The study will determine the pharmacokinetic profile of indinavir given as single drug or in combination with zidovudine and lamivudine. It will assess the preliminary antiviral and clinical activity by monitoring clinical status viral burden in plasma and markers of immunologic status. Based on safety and preliminary efficacy results from studies performed in adults we will study three dose levels which are expected to result in drug levels above the IC95 of HIV-1 for all or most of the dosing interval.    ",NCT00001443
HIV,Home Treatment of HIV-Infected Patients With Interleukin-2 With or Without a Tumor Necrosis Factor Antagonist, Patients enrolled in NIH protocol 95-I-0133 at the Clinical Center may participate in an extension phase of this study in which the drug prednisone will be eliminated from the treatment regimen. Prednisone is associated with avascular necrosis a condition that has been found in a number of patients in this study. Also certain patients in this protocol may receive future interleukin-2 treatment cycles at home. Home administration of IL-2 injections involves less frequent data and safety monitoring and no medical evaluations at the Clinical Center except at the beginning of each cycle. To be eligible for home administration of IL-2 patients must:   -  Be enrolled in a current NIAID protocol for IL-2 therapy and have received at least 1 year of treatment on the protocol with at least two well-tolerated outpatient cycles at a stable dose.   -  Have a history of tolerable side effects while receiving IL-2 without frequent medical interventions intravenous fluid replacement or dose reductions.   -  Not have had any significant clinical or laboratory abnormalities during days 0 to 5 of the last two outpatient cycles.   -  Have a strong relationship with a private physician or health-care provider who has been involved in the patient's care and is willing to help supervise the patient's care during each home IL-2 cycle.   -  Live in a home with easy telephone access and have proved reliable in responding to telephone calls from clinic staff.   -  Give the clinic staff contact information for a close friend or relative who will agree to serve as a caregiver during each home cycle providing the patient non-medical assistance and checking on his or her condition daily.   -  Have reasonable access to emergency medical services and a nearby medical facility.   -  Have proved reliable and consistent in using sterile technique reconstituting IL-2 vials and administering subcutaneous IL-2 injections.   -  Be receiving outpatient IL-2 injections cycles at least once every 6 months as part of their normal protocol participation.   -  Have access to a home weight scale and be able to weigh themselves each day for safety monitoring. Participants will receive IL-2 cycles on the same schedule they followed in their original protocol participation. They will be seen at the Clinical Center at regularly scheduled follow-up visits between cycles and for a medical evaluation and blood drawing before the start of each cycle to determine the safety of administering the cycle. During the home cycle the patient's case manager or other team member will place monitoring telephone calls on days 2 and 4 of the cycle and again a week later. The timing and number of these calls may change depending on the findings of ongoing assessments of their usefulness. Patients will be required to notify the study team promptly of any complications or other problems that develop with therapy.    ,NCT00001475
HIV,Genetic Factors and Interrelationships for Cancer Risk-Related Behaviors and Complex Traits, We propose to conduct a multifactorial genetic study of cancer risk-related behaviors and other complex human characteristics. The main areas of interest are tobacco smoking excess alcohol consumption psychological traits and HIV/AIDS susceptibility and progression. The subjects will be adult male and female probands who display one or more of the phenotypes of interest together with their brothers sisters and parents. Information on tobacco and alcohol use psychological and personality traits sexual behavior HIV status and progression and other characteristics with possible genetic components will be obtained through structured interviews and questionnaires. DNA will be prepared from blood samples and typed for a series of candidate genes chosen for function and for random polymorphic markers. By correlating the genotypic and phenotypic information we hope to identify individual loci that interactively contribute to many different aspects of human health and disease.    ,NCT00001500
HIV,Thalidomide to Treat Oral Lesions in HIV-Infected Patients, This study will test the effectiveness of topical thalidomide in healing mouth sores in HIV infected patients. Oral (PO) thalidomide heals these sores at a dose of 200 mg per day. However PO thalidomide can cause drowsiness skin rashes allergic reactions increased viral load and even nerve damage that may not be reversible. This study will evaluate the efficacy of a topical formulation of thalidomide (placed directly on the surface of the sore) for the healing of these sores. Persons with HIV infection of acquired immunodeficiency of at least 18 years of age with one or more chronic painful intraoral lesions may be eligible for this study. Subjects must be referred by a primary care physician who is managing their care and must have HIV/AIDS status confirmed. Patients' HIV treatment regimen will not be altered and those receiving highly active therapy will not be excluded. Patients will be excluded if they are concurrently being treated for mucosal lesions (including topical or systemic steroids viscous lidocaine topical or systemic anti-fungals or mouthwashes) or concurrent thalidomide therapy; receving chemotherapy or radiation therapy for neoplasms; using concurrent acute therapy for opportunistic infections; concurrent use of sedatives (such as CNS depressants or alcohol use); history of allergy to thalidomide; pre-existing peripheral neuropathy of grade II or higher; pregnant or lactating females or those not practicing contraception according to FDA guidelines for thalidomide.    ,NCT00001524
