Disease,Title,Abstract,NCT_ID
Breast Cancer,A Phase 1/2 Study Of HKI-272 (Neratinib) in Combination With Trastuzumab (Herceptin) In Subjects With Advanced Breast Cancer, The purpose of this study is to learn whether it is safe and effective to administer HKI-272 (neratinib) in combination with Herceptin in patients with advanced breast cancer.    ,NCT00398567
Breast Cancer,A Phase 1/2 Study of HKI-272 (Neratinib) in Combination With Paclitaxel (Taxol) in Subjects With Solid Tumors and Breast Cancer, The purpose of this study is to learn whether it is safe and effective to administer HKI-272 (neratinib) in combination with paclitaxel in patients with breast cancer.    ,NCT00445458
Breast Cancer,Phase I Study of Dasatinib (BMS-354825) and Capecitabine for Women With Advanced Breast Cancer, The purpose of this study is to learn about the safety and efficacy of Dasatinib in combination with Capecitabine for patients with advanced breast cancer and who have received treatment with a taxane and an anthracycline    ,NCT00452673
Breast Cancer,AZD2171 in Addition to Fulvestrant in Patients With Advanced Breast Cancer., The purpose of this study is to determine whether AZD2171 can effectively improve time to tumour progression when added to fulvestrant in patients with advanced hormone sensitive breast cancer who progressed on prior hormonal therapy.    ,NCT00454805
Breast Cancer,E3 Breast Cancer Taxotere Combination, To assess the efficacy of ZD6474 in combination with docetaxel in the treatment of ABC using the progression event count methodology    ,NCT00494481
Breast Cancer,Phase II Dasatinib Study in Advanced Breast Cancer, The purpose of this study is to find out if dasatinib will safely reduce the size or spread of your tumor.    ,NCT00546104
Breast Cancer,Maintenance Versus Observation After 6 Cycles of Gemcitabine Plus Paclitaxel in Pts With Advanced Breast Cancer, The primary goal of therapy in patients with metastatic breast cancer is palliation and prolongation of life with quality. Although there are no randomized trials comparing chemotherapy with supportive care in women with metastatic breast cancer chemotherapy clearly provides a survival benefit in metastatic breast cancer. Due to diagnosis at earlier phases of metastatic disease and more effective therapies the median survival of patients treated with modern taxane-based chemotherapy is now reaching approximately 2 years. The duration of chemotherapy in patients responding or stable disease remains controversial since quality of life is not usually adversely affected and may even be improved in many patients receiving cytotoxic chemotherapy. In addition many commonly used chemotherapeutic agents are not limited by cumulative toxicity in metastatic breast cancer patients. Several studies investigated the role of maintenance chemotherapy suggest that maintenance chemotherapy is associated with superior time to progression but no survival gain. However these randomized trials did not incorporate taxane-based chemotherapeutic regimens the new standard of care in metastatic breast cancer patients these days. A 1998 metaanalysis of 1986 patients randomly assigned between combination chemotherapy and single-agent therapy in metastatic breast cancer patients demonstrated a survival advantage to combination chemotherapy with a hazard ratio of 0.82 (range 0.75 to 0.90). Although there are several randomized trials showing negative results for survival gain in patients who received maintenance chemotherapy the role of maintenance chemotherapy with newer agents such as docetaxel or paclitaxel have not been established yet. Although Italian MANTA trial demonstrated no difference in PFS or survival between the two arms their metaanalysis advocated survival benefit of maintenance therapy. Since gemcitabine/paclitaxel (GP) combination chemotherapy is one of the two regimens which showed definite survival gain with favorable toxicity from a randomized trial we plan to randomize patients who responded to six cycles of GP induction chemotherapy to receive additional maintenance GP chemotherapy until disease progression versus observation. We hypothesize that patients who receive maintenance GP chemotherapy will do better in terms of progression free survival.    ,NCT00561119
Breast Cancer,Non-interventional Study to Evaluate Arimidex in Postmenopausal Women With Advanced Breast Cancer, To evaluate Arimidex 6 month therapy as an adjuvant treatment in postmenopausal patients with advanced breast cancer in whom a partial or complete response or stabilized disease were obtained with first line chemotherapy by tumoral response assessment.    ,NCT00562458
Breast Cancer,Second Line Breast Cancer Trial, The main purpose of this study is to compare the effect of 2 doses of FASLODEX with 1 dose of ARIMIDEX in terms of time to tumor progression in postmenopausal women with advanced breast cancer.    ,NCT00635713
Breast Cancer,A RandomisedMulti-Center Study of Docetaxol Plus Capecitabine or Cisplatin in Anthracycline-Pretreated Patients With Advanced Breast Cancer, Docetaxol plus capecitabine regimen is the standard treatment for the anthracycline-pretreated patients with advanced breast cancer. Cisplatin is an important drug for advanced breast cancer and potential effective drug for triple negative breast cancer.The study primary objective:Assess ORRTTPTTF and 2 year PFS rate between docetaxol+capecitabine and docetaxol+cisplatin. The second objective:Assess the safety and QOL.    ,NCT00717951
Breast Cancer,HDAC Inhibitor Vorinostat (SAHA) With Capecitabine (Xeloda) Using a New Weekly Dose Regimen for Advanced Breast Cancer, The purpose of this study is to determine the safety profile tolerability pharmacokinetics (PK) pharmacodynamics (PD) of oral vorinostat in combination with oral capecitabine given on days 1-7 and 15-21 of a 28 day cycle in patients with advanced breast cancer using RECIST criteria. This study was originally intended to be a phase 1/phase 2. The protocol was amended to make this study a phase 1 only.    ,NCT00719875
Breast Cancer,Randomized Trial of Fulvestrant With or Without Dasatinib in Men and Postmenopausal Women Who Have Hormone Receptor-positive Advanced Breast Cancer Previously Treated With an Aromatase Inhibitor, The purpose of this study is to find out what effect the combination of fulvestrant (Faslodex) and dasatinib (Sprycel) has on advanced breast cancer compared to fulvestrant alone.    ,NCT00754325
Breast Cancer,Study Evaluating Neratinib Versus Lapatinib Plus Capecitabine For ErbB2 Positive Advanced Breast Cancer, This is a study of an experimental drug (neratinib) versus a combination of drugs (lapatinib and capecitabine) in women who have erbB-2 (HER-2) positive metastatic or locally advanced breast cancer. The goal of this study is to compare the two regimens in shrinking tumors and extending the lives of women with erbB2 (HER2) positive breast cancer. The study will also compare the safety of the two regimens and to compare quality of life of patients taking the two regimens.    ,NCT00777101
Breast Cancer,Study Evaluating Bosutinib-Exemestane Combination Vs Exemestane Alone in Post Menopausal Women With Breast Cancer, This is a phase 2 open-label multicenter 2-arm study of bosutinib administered in combination with exemestane versus exemestane alone. This is a 2-part study consisting of a safety lead-in phase and randomized phase 2 portion. Subjects in part 1 will receive bosutinib and exemestane daily and will be closely monitored for 28 days. If no safety concerns arise then future eligible subjects will be randomly assigned to the main phase of the study. They will either receive bosutinib daily combined with daily exemestane or daily exemestane alone for a specified period of time. Subjects will be followed up for survival after treatment discontinuation.    ,NCT00793546
Breast Cancer,Level of HER2-neu Gene Amplification an Response to Trastuzumab, Primary objective of the study is to evaluate the correlation between level of HER2-neu gene amplification evalued by dual-color Fluorescent in-situ hybridization (FISH) test and time to progression (TTP) in patients with HER2-positive advanced breast cancer treated with trastuzumab-containing regimens.    ,NCT00874146
Breast Cancer,A Clinical Trial to Study the Effects of Nanoparticle Based Paclitaxel Drug Which Does Not Contain the Solvent Cremophor in Advanced Breast Cancer, This study is a multicentre open label non-randomized phase I study. The main objectives of the study are to determine the pharmacokinetic profile of the drug at different dose levels in the patients with Advanced Breast Cancer. Maximum Tolerated Dose (MTD) and safety of Paclitaxel Nanoparticle will also be simultaneously assessed.    ,NCT00915369
Breast Cancer,The Combination of GnRh Analogue and Aromatase Inhibitor in Receptor Positive Premenopausal Women With Advanced Breast Cancer, The Combination of GnRh Analogue and Aromatase Inhibitor in Receptor Positive Premenopausal Women with Advanced Breast Cancer A Prospective Trial.    ,NCT01311037
Breast Cancer,Developing Plasma DNA as a Surrogate for Tumor Biopsy to Identify Tumor Genetic Alterations in Patients With Advanced Breast Cancer, There are three major subtypes of breast cancer:   1. Hormone receptor positive (contain cells that express the estrogen receptor or progesterone receptor).   2. Tumors that express the epidermal growth factor receptor gene ( HER-2)   3. Triple negative (cancer cells that lack the hormone receptors and the epidermal growth factor receptor gene HER-2. While effective therapies exist for most cases of breast cancer at first occurrence many patients eventually exhibit disease that does not respond to all standard breast therapies particularly in the metastatic setting. There are therapies that are used to treat other types of cancers with genetic mutations that are in the process of being evaluated for use in breast cancer. The current techniques used for detecting mutations in the genes of breast cancer patients which can be treated with drugs specific for the genetic mutations are invasive and identifying effective diagnostic non-invasive procedures are the next challenge for physicians. This study will compare the ability to detect genetic mutations samples from non-invasive procedures such as a blood draw to more invasive procedures such as tissue taken from a biopsy sample. There is also a concern with current techniques used to detect genetic mutations that cells from a single tissue sample may not be representative of the types of cells present in all the tumors in the body and therapies selected using a single tissue sample may not be effective for all of the cancer in the body. This study will use blood drawn from participants prior to any drug therapy and compare the genes from this blood to tissue samples from multiple sites of disease. The study will also compare the genetic profile of the metastatic tumors to the genetic profile of the original breast cancer to determine if there are any changes in the genetics of the tumor cells. The participants that have newly diagnosed metastatic disease will provide tissue from their primary site of disease via an image guided biopsy. These participants will also provide tissue from at least 2 other distant metastatic sites (lung pleural/peritoneal liver brain or skin). Each biopsy procedure will attempt to obtain 2-3 samples for research purposes. Participants that have locally recurrent disease in the breast will have the tissue from the site of re-occurrence biopsied as well as two distant metastatic sites (lung pleural/peritoneal liver brain or skin). Participants that have either multi-centric disease or bilateral disease will have all tumors sampled with the intention of providing 2-3 samples/tumor for research purposes. Participants with multi-centric and bilateral disease will also have 2 distant sites of distant disease sampled (lung pleural/peritoneal liver brain or skin). Prior to any scheduled biopsy procedures all participants will have a blood draw used to examine the genetics of the tumor cells in the blood. The participants will have 8 tubes of blood drawn for the test and then they will proceed onto the tissue sampling portion of the study.    ,NCT01836640
Breast Cancer,Feasibility of a Team Approach for Discussing Prognosis and Treatment Goals in Breast Cancer, This research study will examine how patients with advanced breast cancer and their oncology team communicate and plan ongoing care.The purpose of this study is to find out more about care planning during advanced breast cancer. The study will see if certain aspects of communication make a difference in how patients understand their illness.    ,NCT01876238
Breast Cancer,A Phase Ib Study of Selatinib Ditosilate Tablets in Patients With Advanced Breast Cancer, Brief Description: This study is designed to evaluate the safety and tolerability of oral Selatinib Ditosilate Tablets and explore the maximum tolerated dose (MTD) and dose-limiting toxicity in patients with advanced breast cancer.    ,NCT01931943
Breast Cancer,Phase 1b Study of PD-0332991 in Combination With T-DM1(Trastuzumab-DM1), Standard of care: Treatment with Trastuzumab Experimental: 21-Day Cycle of Combination therapy with T-DM1 intravenously on Day 1 and oral PD-0332991 on Days 5-18 Study Design and Methodology: This is a phase 1B inter-patient dose escalation study of PD-0332991 in combination with T-DM1 in patients with recurrent or metastatic HER2-positive breast cancer after prior trastuzumab or other HER2-directed therapies. The subjects will be administered T-DM1 by intravenous infusion at 3.6 mg/kg for 90 minutes on day 1 of each 21 day cycle. Infusion timing may vary from 30-90 minutes depending on how well the subject tolerates the treatment. A standard 3+3 trial design will be used for PD-0332991 dose escalation cohorts.The dosing of PD-0332991 will be divided into 3 cohorts the subjects will receive PD-0332991 on days 5-18 of each 21 day cycle. Cohort 1 : PD-0332991 - 100 mg daily (oral) Cohort 2 : PD-0332991 - 150 mg daily (oral) Cohort 3 : PD-0332991 - 200 mg daily (oral) The 3+3 design entails that if one patient out of the first three patients has a DLT up to three additional patients will be entered at that dose level Treatment cycles will continue until disease progression or withdrawal from study.    ,NCT01976169
Breast Cancer,Study With LDE225 in Combination With Docetaxel in Triple Negative (TN) Advanced Breast Cancer (ABC) Patients, This is a single-arm open-label phase Ib study. In this trial patients with Triple Negative (TN) Advanced Breast Cancer (ABC) will be treated with increasing doses of LDE225 and docetaxel to determine the MTD (Maximum Tolerated Dose) DLT (Dose Limiting Toxicity) and RP2D (Recommended Phase II Dose) of the combination. Eligible patients with hormonal receptors negative and HER2 negative ABC will be included and treated with docetaxel intravenously in every three weeks cycles. LDE225 will be administered orally at three dose levels 400 600 and 800mg QD (a -1 dose level is included just in case dose de-escalation is needed). Treatment will be repeated on day 1 of a 21-day cycle until radiographic or symptomatic progression unacceptable toxicity or withdraws informed consent. The investigators propose to develop a phase Ib trial with the combination of docetaxel with LDE225 in TN ABC patients to define the safety tolerability and RP2D as well as to have some information about the efficacy of the combination. Primary Objective: To determine the MTD and RP2D of LDE225 administered orally in combination with docetaxel in TN ABC patients. Primary End-point: To determine the incidence rate of DLT within the first two cycles of LDE225 in combination with docetaxel at each dose level. Secondary Objectives:   -  To determine the safety and tolerability of LDE225 given in combination with docetaxel.   -  To characterize the effects of LDE225 in combination with docetaxel on QTc intervals and their correlation with systemic drug exposure.   -  To evaluate the efficacy of the combination of docetaxel with LDE225 in TN ABC patients.   -  To evaluate the Pharmacokinetics (PK) of the combination of docetaxel with LDE225. Secondary End-points:   -  Safety will be assessed by standard clinical and laboratory tests (hematology serum chemistry). Adverse events grade will be defined by the NCI CTCAE v4.0.   -  Changes in QT/QTc from baseline ECG values and correlation with systemic drug exposure.   -  The efficacy endpoints are Time To Progression (TTP) and Objective Response Rate (ORR). TTP is measured from the initiation of treatment till disease progression and ORR is defined by RECIST 1.1 criteria as complete response rate + partial response rate.   -  The PK will determine whether LDE225 influences the pharmacology of docetaxel. Blood samples will be taken at the times defined in the protocol. Exploratory Objectives:   -  To study potential predictive biomarkers of efficacy by evaluating activation of Hh signaling pathway and related pathways.   -  To analyze the pharmacodynamic (PD) treatment effects on the expression of Smo related biomarkers and Hg target genes in correlative samples.   -  To correlate biomarker PD and PK findings with efficacy and toxicity data. Exploratory End-points:   -  Hh gene expression signature associated to pathway activation (at least Shh Smo Ptch1 Ptch2 Gli1 Gli2) analyzed in tumor samples.   -  Changes in Smo related pathway biomarkers (at least Gli1) in skin and blood correlative samples.   -  Pharmacodynamic and biomarker analysis results will be correlated with PK findings efficacy and toxicity data. Demographics and Baseline Characteristics: Standard descriptive statistics such as the mean median range and proportion will be used to summarize the patient sample and to estimate parameters of interest. Ninety-five percent confidence intervals will be provided for estimates of interest wherever possible. Safety Analyses: Adverse events data and serious adverse events will be reported in frequency tables (overall and by intensity). The safety analysis will be performed in the population that has received at least one dose of the drugs. Efficacy Analyses: Response will be analyzed in patients with measurable disease that have received at least one dose of the drugs. TTP will be evaluated in all patients that have received at least one dose of the drugs. Study population: Patient with hormonal receptors negative and HER2 negative ABC.    ,NCT02027376
Breast Cancer,A Study of Vinflunine Plus Gemcitabine Versus Paclitaxel Plus Gemcitabine in Patients With Advanced Breast Cancer, The combination of vinflunine and gemcitabine in advanced breast cancer in comparison to paclitaxel and gemcitabine is based on the following points: the significant antitumour activity of vinflunine in metastatic breast cancer (MBC) as single agent after anthracycline-taxane exposure and recent phase I study results of the vinflunine plus gemcitabine is at least additive and both drugs have a distinct mechanism of action; since taxanes have been approved in the adjuvant setting and are widely used in the treatment of early breast cancer it is worthwhile to assess new combination chemotherapy regimens as first line therapy for metastatic breast cancer.    ,NCT02054338
Breast Cancer,Open-label Phase II Study of Stomatitis Prevention With a Steroid-based Mouthwash in Post-menopausal Women With Estrogen-receptor-positive (ER+) Human Epidermal Growth Factor Receptor 2 (HER2)- Metastatic or Locally Advanced Breast Cancer, Open-label Phase II study of Stomatitis prevention with a steroid-based mouthwash in Post-menopausal women with ER+ HER2- Metastatic or Locally Advanced Breast Cancer    ,NCT02069093
Breast Cancer,Talazoparib Beyond BRCA (TBB) Trial, The aim of this single-arm phase II clinical trial is to evaluate the anti-cancer activity of Talazoparib (also known as BMN 673) in patients with advanced breast cancer with specific genetic or tumor genomic alterations. Patients with either triple-negative or HER2-negative breast cancer are eligible.    ,NCT02401347
Breast Cancer,Palbociclib Pharmacokinetics Study In Postmenopausal Chinese Women With ER (+) HER2 (-) Advanced Breast Cancer, As part of the global clinical development program for Palbociclib studies are planned in cancer patients in China. An assessment of Palbociclib pharmacokinetics in Chinese patients as required by the Chinese Health Authorities is therefore warranted. In addition safety and efficacy will be also evaluated. The single and multiple 125 mg oral dose pharmacokinetics of Palbociclib will be characterized.    ,NCT02499146
Breast Cancer,A Trial of Ribocilcib (LEE011) and Weekly Paclitaxel in Patients With Rb+ Advanced Breast Cancer, This is a Phase I study to assess the safety and MTD of paclitaxel + ribociclib (LEE011) in patients with Rb+ advanced breast cancer. Dose escalation will be performed using standard 3 + 3 dosing strategy. The starting dose of ribociclib (LEE011) is 200 mg once daily; dose escalation proceeds in 200 mg increments up to a maximum of 600 mg. Dose-limiting toxicities (DLT) will be based upon first-cycle toxicity.    ,NCT02599363
Breast Cancer,Study of Antibody Drug Conjugate in Patients With Advanced Breast Cancer Expressing HER2, This Phase 1b trial is an open label multi-center study of XMT-1522 administered as an intravenous infusion once every three weeks. The dose escalation part of the study will establish the maximum tolerated dose or recommended Phase 2 dose for in patients with advanced breast cancer and a HER2 immunohistochemistry (IHC) score of at least 1+ using a validated IHC assay. Upon completion of dose escalation the cohort expansion segment of the study will consist of four parallel cohorts of different patients groups to confirm the maximum tolerated dose or the recommended Phase 2 dose and estimate the objective response in each of the patient populations.    ,NCT02952729
Breast Cancer,Trial to Evaluate Efficacy and Safety of Pembrolizumab and Gemcitabine in HER2-negative ABC, Study Design and Treatment: This is a multicenter phase II trial with an initial exploratory run-in-phase to evaluate the efficacy and safety of pembrolizumab in combination with gemcitabine in patients with HER2-negative ABC that have previously received anthracyclines and taxanes (unless clinically contraindicated). In hormone receptor positive patients previous treatment with 2 or more lines of hormone therapy will also be required. Patients must have at least one measurable lesion that can be accurately assessed at baseline and is suitable for repeated assessment by CT MRI or plan X-ray. Approximately 53 patients (up to a maximum of 65 patients depending on the results of the run-in-phase) will be included in this trial.    ,NCT03025880
Breast Cancer,A Nation-wide Multicenter Clinical Epidemiologic Study of Chinese Females With Advanced Breast, To study the epidemiological trends and characteristics for advanced breast cancer patients to analyze these trends and report the results    ,NCT03047889
Breast Cancer,RC48-ADC Administered Intravenously to Subjects With HER2-Positive in Advanced Breast Cancer, A significancesafety and pharmacokinetic of open-label and multicentric Phase Ib/II Study of RC48-ADC Administered Intravenously to Subjects With HER2-Positive in Advanced Breast Cancer    ,NCT03052634
Breast Cancer,Metronomic PLD in Patients With Primary Endocrine Resistant ABC, Metronomic PLD in Patients with Primary Endocrine Resistant ABC    ,NCT03071926
Breast Cancer,"""Curcumin"" in Combination With Chemotherapy in Advanced Breast Cancer", The aim of this study is to assess benefits of treatment with intravenous Curcumin® (CUC-01) vs placebo in combination with paclitaxel chemotherapy and to estimate the risk of adverse events in patients with locally advanced and metastatic breast cancer. This is a randomized double-blind placebo-controlled two arms parallel group phase 2 clinical trial: Group A 75 patients treatment with Curcumin (CUC-01 yellow solution) 300mg i.v. plus i.v. Paclitaxel (colorless solution) 80 mg /m2 BS i.e. once weekly for 12 weeks. Group B 75 patients treatment with Paclitaxel (colorless solution) 80 mg /m2 BS i.v. plus placebo i.v. solution (250 ml yellow solution for masking/blinding) once weekly for 12 weeks. Primary objective of the study: To assess:   -  Efficacy of combined therapy with Curcumin ® (CUC-01) and Paclitaxel vs Paclitaxel in patients with advanced and metastatic breast cancer in terms of Objective Response Rate (ORR) assessed with the Modified Response Evaluation Criteria In Solid Tumours (RECIST). Secondary objectives of the study: To assess:   -  The safety of Curcumin+Paclitaxel combination compared to Paclitaxel+placebo treatment by assessment of adverse effects.   -  Quality of life (QOL) in patient treated with Curcumin+Paclitaxel combination compared to Paclitaxel+Placebo   -  Response duration in terms of Progression free survival (PFS) Time to Disease Progression (TTP) and Time to treatment failure (TTTF)    ,NCT03072992
Breast Cancer,Expanded Access Study Of Palbociclib (PD-0332991) In Combination With Letrozole As Treatment Of Post-Menopausal Women With HR-Positive Her2-Negative Advanced Breast Cancer For Whom Letrozole Therapy Is Deemed Appropriate, To provide access to palbociclib to post-menopausal women with HR-positive HER2-negative advanced breast cancer who are deemed appropriate for letrozole therapy (Canada: first-line patients only).    ,NCT02142868
Breast Cancer,Palbociclib Plus Letrozole For Postmenopausal Women With HR(+) HER2(-) Advanced Breast Cancer For Whom Letrozole Is Deemed Appropriate, The purpose of this study is to provide access to palbociclib in Mexico and in selected Latin American countries before it becomes commercially available to patients with HR positive/HER2-negative ABC who are appropriate candidates for letrozole therapy.    ,NCT02600923
Breast Cancer,Study Of Bosutinib With Capecitabine In Solid Tumors And Locally Advanced Or Metastatic Breast Cancer, This is a research study in 2 parts assessing the following parameters of the combination of the study drug called bosutinib and a drug called capecitabine: the safety how well the subject's body handles the study drug and preliminary anti-tumor activity as treatment for different types of cancers in part 1 and breast cancer only in part 2. In part 1 subjects will receive bosutinib and capecitabine daily at different dose levels of each drug in order to determine the highest tolerated dose of the combination study treatment. In part 2 subjects will receive bosutinib and capecitabine at this highest tolerated dose to see how well the study treatment works to treat breast cancer. In addition genetic research testing (research analyses involving genes and gene products) will be performed on biological samples from subjects.    ,NCT00959946
Breast Cancer,A Phase I Study of BKM120 in Adult Chinese Patients With Advanced Solid Tumors, Dose escalation study with a dose expansion phase to evaluate safety tolerability pharmacokinetics and preliminary efficacy of two dose levels of BKM120 when administered orally.    ,NCT01626209
Breast Cancer,Self-management Interventions for Advanced Breast Cancer, The purpose of this research study is to evaluate whether self-management discussion groups are helpful for women with advanced breast cancer who are experiencing pain. The study is looking at the usefulness of two different types of discussion groups one of which also includes gentle exercise.    ,NCT01927081
Breast Cancer,Study of ONT-10 and Varlilumab to Treat Advanced Ovarian or Breast Cancer, This is a two-part Phase 1b open-label study of ONT 10 administered in combination with varlilumab. Two different doses of varlilumab will be studied in combination with the single agent recommended dose of ONT 10. Intermediate and/or lower doses of varlilumab or ONT-10 may also be studied at the recommendation of the safety monitoring committee (SMC).    ,NCT02270372
Breast Cancer,A Phase I Multicenter Open-Label Multi-Part Dose-escalation Study of RAD1901 in Postmenopausal Women With Advanced Estrogen Receptor Positive and HER2-Negative Breast Cancer, The purpose of this study is to evaluate the safety tolerability and preliminary efficacy of RAD1901 in patients with advanced ER+ HER2-negative breast cancer.    ,NCT02338349
Breast Cancer,GS-5829 in Combination With Exemestane or Fulvestrant Comparing With Exemestane or Fulvestrant Alone in Women With Advanced Estrogen Receptor Positive HER2- Breast Cancer, The primary objectives of the Phase 1b Dose Escalation part of this study are to characterize the safety and tolerability of GS-5829 in combination with exemestane or fulvestrant in women with advanced estrogen receptor positive Her2-negative (ER+/HER2-) breast cancer and to determine the maximum tolerated dose (MTD) (if not already determined) or the recommended dose for the Phase 2 part of this study. The primary objectives of the Randomized Phase 2 Dose Expansion portion of this study are to evaluate the efficacy of GS-5829 in combination with exemestane or fulvestrant compared to exemestane or fulvestrant alone in women with advanced ER+/HER2- breast cancer.    ,NCT02983604
Breast Cancer,Combination of AUY922 With Trastuzumab in HER2+ Advanced Breast Cancer Patients Previously Treated With Trastuzumab, The phase Ib part of the trial will assess the MTD of AUY922 in combination with Trastuzumab in patients with Trastuzumab-refractory locally advanced or metastatic HER2+. The MTD is defined as the highest drug dosage not causing in the first cycle of treatment (28 days) medically unacceptable dose limiting toxicity (DLT). The phase II part of the trial will assess any potential effect on efficacy of adding AUY922 to Trastuzumab in patients with Trastuzumab-refractory locally advanced or metastatic HER2+ breast cancer. Both AUY922 and Trastuzumab will be administered as a weekly IV infusion. Treatment should be continued as long as the patient does not have disease progression and tolerates the treatment. The following reasons are examples of acceptable reasons for discontinuing the study; tumor progression (by RECIST as assessed by the investigator) unacceptable toxicity death or discontinuation from the study for any other reason such as patient refusal withdrawn consent lost to follow-up or investigator decision.    ,NCT01271920
Breast Cancer,Phase I Study LJM716 Combined With Trastuzumab in Patients With HER2 Overexpressing Metastatic Breast or Gastric Cancer, This is a multicenter open-label dose escalation phase I study to estimate the Maximum Tolerated Dose (MTD) or a lower Recommended Dose for Expansion (RDE) of LJM716 in combination with trastuzumab in patients with Human Epidermal growth factor Receptor 2 (HER2) overexpressing Metastatic Breast Cancer (MBC) or gastric cancer (MGC). The study consists of a dose escalation part and a dose expansion part. LJM716 will be administered intravenously once weekly unless a less frequent dosing regimen such as every 2 weeks or once every 4 weeks is introduced. Patients will continue on their trastuzumab dosing administered intravenously once weekly at 2mg/kg. During dose escalation a minimum of 15 patients are anticipated to be treated in successive cohorts. The dose escalation will continue until the MTD/RDE is declared. The RDE dose selected will either be the MTD or a dose below the MTD based on safety and Pharmacokinetic/Pharmacodynamic (PK/PD) considerations. Following the MTD/RDE declaration approximately 20 MBC and 20 MGC patients will be enrolled in separate arms in the dose expansion part and treated at the MTD/RDE to further assess the safety tolerability and anti-tumor activity of the combination.    ,NCT01602406
Breast Cancer,AZD2014 and Fulvestrant in Patients With ER+ Advanced Metastatic Breast Cancer, The purpose of this study is to assess safety and tolerability of AZD2014 when given in combination with Fulvestrant.    ,NCT01597388
Breast Cancer,Study of Efficacy and Safety of LEE011 in Postmenopausal Women With Advanced Breast Cancer.(MONALEESA-2), This is a multi-center randomized double-blinded placebo controlled trial.    ,NCT01958021
